provider_num,npi,name,address,city,state,postcode,fips_county,lat,lon,phone,provider_type_code,category,emergency,upin,pin,region_code,bed_count,clia_lab_number
438,,MORETON OPD PRESC,FORD STREET,NEWTON ABBOT,SW,TQ13 8LN,DEVON,50.661501,-3.7660498,,,,,,,,,
439,,OKEHAMPTON OPD PRESC,OKEHAMPTON HOSPITAL,OKEHAMPTON,SW,EX20 1PN,DEVON,50.741911,-3.9973431,,,,,,,,,
440,,OKEHAMPTON WARD PRESC,OKEHAMPTON HOSPITAL,OKEHAMPTON,SW,EX20 1PN,DEVON,50.741911,-3.9973431,,,,,,,,,
441,,OTTERY OPD PRESC,OTTERY ST. MARY HOSPITAL,OTTERY ST. MARY,SW,EX11 1DN,DEVON,50.750113,-3.2915744,,,,,,,,,
442,,OTTERY WARD PRESCR,OTTERY ST. MARY HOSPITAL,OTTERY ST. MARY,SW,EX11 1DN,DEVON,50.750113,-3.2915744,,,,,,,,,
443,,ORTHOPAEDICS,ROYAL DEVON & EXETER HOSPITAL,EXETER,SW,EX2 5DW,DEVON,50.716712,-3.5066801,,,,,,,,,
444,,RHEUMATOLOGY,ROYAL DEVON & EXETER HOSPITAL,EXETER,SW,EX2 5DW,DEVON,50.716712,-3.5066801,,,,,,,,,
445,,SIDMOUTH OPD PRESC,VICTORIA COTTAGE HOSPITAL,SIDMOUTH,SW,EX10 8EW,DEVON,50.68161,-3.2396552,,,,,,,,,
446,,SIDMOUTH WARD PRESC,VICTORIA COTTAGE HOSPITAL,SIDMOUTH,SW,EX10 8EW,DEVON,50.68161,-3.2396552,,,,,,,,,
447,,TIVERTON OPD PRESC,TIVERTON & DISTRICT HOSPITAL,TIVERTON,SW,EX16 6NT,DEVON,50.909477,-3.4929547,,,,,,,,,
448,,TIVERTON WARD PRESC,TIVERTON & DISTRICT HOSPITAL,TIVERTON,SW,EX16 6NT,DEVON,50.909477,-3.4929547,,,,,,,,,
449,,CAMHS DEVON AOT (NMP),OAKLANDS COURT,TIVERTON,SW,EX16 6TG,DEVON,50.910753,-3.4660544,,,,,,,,,
450,,EXMOUTH OPD PRESC,EXMOUTH HOSPITAL,EXMOUTH,SW,EX8 2JN,DEVON,50.620554,-3.4016084,,,,,,,,,
451,,EXMOUTH WARD PRESC,EXMOUTH HOSPITAL,EXMOUTH,SW,EX8 2JN,DEVON,50.620554,-3.4016084,,,,,,,,,
452,,SEATON OPD PRESCR,VALLEY VIEW ROAD,SEATON,SW,EX12 2UU,DEVON,50.711803,-3.0715061,,,,,,,,,
453,,SEATON WARD PRESC,VALLEY VIEW ROAD,SEATON,SW,EX12 2UU,DEVON,50.711803,-3.0715061,,,,,,,,,
454,,OPMH TAWSIDE (NMP),NORTH DEVON DISTRICT HOSPITAL,BARNSTAPLE,SW,EX31 4JB,DEVON,51.092201,-4.0511326,,,,,,,,,
455,,SEXUAL HEALTH AND HIV,TORBAY HOSPITAL,TORQUAY,SW,TQ2 7AA,DEVON,50.482325,-3.5537901,,,,,,,,,
456,,TIVERTON MIU,TIVERTON & DISTRICT HOSPITAL,TIVERTON,SW,EX16 6NT,DEVON,50.909477,-3.4929547,,,,,,,,,
457,,SATELLITE RENAL DIALYSIS UNIT,OAKWOOD CLOSE,BARNSTAPLE,SW,EX31 3NJ,DEVON,51.065198,-4.0804249,,,,,,,,,
458,,ASSERTIVE OUTREACH TEAM,HAHNEMANN HOUSE,BOURNEMOUTH,SW,BH2 5JW,DORSET,50.717691,-1.8863021,,,,,,,,,
459,,CAMHS NORTH DEVON 2 (NMP),SPRINGFIELD COURT,BARNSTAPLE,SW,EX31 3UD,DEVON,51.064265,-4.0893604,,,,,,,,,
460,,TOR HILL HOUSE,UNION STREET,TORQUAY,SW,TQ2 5QW,DEVON,50.468542,-3.5331875,,,,,,,,,
461,,MOUNT STUART HOSPITAL,ST. VINCENTS ROAD,TORQUAY,SW,TQ1 4UP,DEVON,50.475102,-3.5417571,,,,,,,,,
462,,RD & E HOSPITAL,BARRACK ROAD,EXETER,SW,EX2 5DW,DEVON,50.716712,-3.5066801,,,,,,,,,
463,,BOURNEMOUTH CENTRAL CUSTODY CENTRE,MADEIRA ROAD,BOURNEMOUTH,SW,BH1 1QQ,DORSET,50.724128,-1.8679121,,,,,,,,,
464,,POOLE CUSTODY CENTRE,JOINT EMERGENCY SERVICES BUILDING,POOLE,SW,BH15 2BP,DORSET,50.722762,-1.9793781,,,,,,,,,
465,,WEYMOUTH POLICE STATION,WESTERN DIVISION HEADQUARTERS,WEYMOUTH,SW,DT4 9WN,DORSET,50.620351,-2.4828249,,,,,,,,,
466,,BLANDFORD MIU,BLANDFORD COMMUNITY HOSPITAL,BLANDFORD FORUM,SW,DT11 7DD,DORSET,50.863313,-2.1681696,,,,,,,,,
467,,BELL HOUSE,28-30 MARSH GREEN ROAD WEST,EXETER,SW,EX2 8PN,DEVON,50.705999,-3.5309509,,,,,,,,,
468,,GLOUCESTERSHIRE ROYAL HOSPITAL (PERIPHERAL CLINIC),GREAT WESTERN ROAD,GLOUCESTER,SW,GL1 3NN,GLOUCESTERSHIRE,51.866088,-2.2338867,,,,,,,,,
469,,PEARL HOUSE,CHURCH STREET,BRIDGWATER,SW,TA6 5AT,SOMERSET,51.130927,-2.9981171,,,,,,,,,
470,,ROWANS HOUSE,DERRIFORD ROAD,PLYMOUTH,SW,PL6 8BQ,DEVON,50.418615,-4.1187945,,,,,,,,,
471,,EAST DIVISIONAL HQ,WYNFORD HOUSE,YEOVIL,SW,BA22 8HR,SOMERSET,50.949086,-2.6766363,,,,,,,,,
472,,RIVERVIEW,VICTORY ROAD,DARTMOUTH,SW,TQ6 9JR,DEVON,50.352234,-3.5947177,,,,,,,,,
473,,VERWOOD PARISH CENTRE,MANOR ROAD,VERWOOD,SW,BH31 6DZ,DORSET,50.878165,-1.8798154,,,,,,,,,
474,,NORTH & EAST DEVON BREAST SCREENING SERVICE,MATFORD BUSINESS CENTRE,EXETER,SW,EX2 8ED,DEVON,50.69716,-3.5212326,,,,,,,,,
475,,UNIVERSITY OF ST MARK & ST JOHN,MAIN CAMPUS,PLYMOUTH,SW,PL6 8BH,DEVON,50.421036,-4.1102586,,,,,,,,,
476,,HUB: WEYMOUTH,WESTHAVEN HOSPITAL,WEYMOUTH,SW,DT4 0QE,DORSET,50.614914,-2.479801,,,,,,,,,
477,,HUB: BLANDFORD COMMUNITY,BLANDFORD HOSPITAL,BLANDFORD FORUM,SW,DT11 7DD,DORSET,50.863313,-2.1681696,,,,,,,,,
478,,LIAISON PSYCHIATRY TEAM (NMP),WONFORD HOUSE HOSPITAL,EXETER,SW,EX2 5AF,DEVON,50.715395,-3.5062979,,,,,,,,,
479,,DEVON REFERRAL SUPPORT SERVICES (BRIDGE HOUSE-NEWTON ABBOT),BRIDGE HOUSE,NEWTON ABBOT,SW,TQ12 4PH,DEVON,50.532788,-3.5917401,,,,,,,,,
480,,BOURNEMOUTH NUFFIELD HOSPITAL,67-71 LANSDOWNE ROAD,BOURNEMOUTH,SW,BH1 1RW,DORSET,50.730426,-1.8709265,,,,,,,,,
481,,HOLTON LEE SPINAL REHAB,HOLTON LEE LIVABILITY,POOLE,SW,BH16 6JN,DORSET,50.721203,-2.0564137,,,,,,,,,
482,,THE APPLES MEDICAL CENTRE,EAST MILL LANE,SHERBORNE,SW,DT9 3DG,DORSET,50.948221,-2.508607,,,,,,,,,
483,,WIMBORNE ENDOSCOPY,VICTORIA HOSPITAL,WIMBORNE,SW,BH21 1ER,DORSET,50.802195,-1.9959181,,,,,,,,,
484,,TORBAY STEP TEAM,WAVERLEY HOUSE,TORQUAY,SW,TQ2 5NU,DEVON,50.466502,-3.533051,,,,,,,,,
485,,CMHT WEYMOUTH SOUTH,RADIPOLE LANE,WEYMOUTH,SW,DT4 0QE,DORSET,50.614914,-2.479801,,,,,,,,,
486,,NHS WALK-IN CENTRE,31 SIDWELL STREET,EXETER,SW,EX4 6NN,DEVON,50.726376,-3.525636,,,,,,,,,
487,,OLDER PERSONS CMHT BARNFIELD UNIT,MINEHEAD COMMUNITY HOSPITAL,MINEHEAD,SW,TA24 6DF,SOMERSET,51.19875,-3.4628565,,,,,,,,,
488,,BIDEFORD AND DISTRICT HOSPITAL,ABBOTSHAM ROAD,BIDEFORD,SW,EX39 3AG,DEVON,51.017939,-4.2124935,,,,,,,,,
489,,DORSET COMMUNITY PAIN SERVICE,POOLE COMMUNITY HEALTH CLINIC,POOLE,SW,BH15 2NT,DORSET,50.721898,-1.9763893,,,,,,,,,
490,,PRESCRIBER 200,WOODCOCK COURT,GILLINGHAM,SW,SP8 4DZ,DORSET,51.040083,-2.2769952,,,,,,,,,
491,,PRESCRIBER 201,FAIRMILE HOUSE,CHRISTCHURCH,SW,BH23 2JT,DORSET,50.74319,-1.7920205,,,,,,,,,
492,,ANTICOAGULATION SERVICE,LITTLEMOOR HEALTH CENTRE,WEYMOUTH,SW,DT3 6SA,DORSET,50.647665,-2.4552836,,,,,,,,,
493,,DORSET HEALTH VILLAGE SOUTH WALKS CDC,SOUTH WALKS HOUSE,DORCHESTER,SW,DT1 1EE,DORSET,50.713061,-2.4364846,,,,,,,,,
494,,WOTTON LAWN HOSPITAL,HORTON ROAD,GLOUCESTER,SW,GL1 3PX,GLOUCESTERSHIRE,51.865969,-2.2257969,,,,,,,,,
495,,BROWNHILL CLINIC,ST. PAULS MEDICAL CENTRE,CHELTENHAM,SW,GL50 4BW,GLOUCESTERSHIRE,51.906706,-2.0814998,,,,,,,,,
496,,GEORGE MOORE COMM CLINIC,COMMUNITY HOSPITAL,CHELTENHAM,SW,GL54 2AZ,GLOUCESTERSHIRE,51.886326,-1.7567903,,,,,,,,,
497,,CLOCK TOWER SURGERY,WAT TYLER HOUSE,EXETER,SW,EX4 6PD,DEVON,50.727547,-3.5248239,,,,,,,,,
498,,SOUTH WALKS HOUSE,CHARLES STREET,DORCHESTER,SW,DT1 1EE,DORSET,50.713061,-2.4364846,,,,,,,,,
499,,WESSEX DAY CENTRE,HANNAH MORE COTTAGE,CHEDDAR,SW,BS27 3HE,SOMERSET,51.278205,-2.77848,,,,,,,,,
500,,THE CEDARS (POOLE),37 RECREATION ROAD,POOLE,SW,BH12 2EA,DORSET,50.733283,-1.9303464,,,,,,,,,
501,,KIMMERIDGE COURT,69 HAVEN ROAD,POOLE,SW,BH13 7LN,DORSET,50.698623,-1.9279197,,,,,,,,,
502,,OAKLEY HOUSE,13 OAKLEY LANE,WIMBORNE,SW,BH21 1SF,DORSET,50.787067,-1.9722004,,,,,,,,,
503,,BRANKSOME CLINIC,51A LAYTON ROAD,POOLE,SW,BH12 2BJ,DORSET,50.730917,-1.9298114,,,,,,,,,
504,,POOLE COMMUNITY HEALTH CLINIC,SHAFTESBURY ROAD,POOLE,SW,BH15 2NT,DORSET,50.721898,-1.9763893,,,,,,,,,
505,,CMHT-A XCHURCH & SBOURNE,JUMPERS ROAD,CHRISTCHURCH,SW,BH23 2JT,DORSET,50.74319,-1.7920205,,,,,,,,,
506,,CMHT-A WIMBORNE,OAKLEY HOUSE,WIMBORNE,SW,BH21 1SF,DORSET,50.787067,-1.9722004,,,,,,,,,
507,,HIGHCLIFFE MEDICAL CENTRE,HEILA HOUSE,CHRISTCHURCH,SW,BH23 5ET,DORSET,50.741232,-1.7018378,,,,,,,,,
508,,LYME REGIS MEDICAL CENTRE,UPLYME ROAD,LYME REGIS,SW,DT7 3LS,DORSET,50.729862,-2.9467626,,,,,,,,,
509,,A&E CGH,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
510,,ONCOLOGY CGH,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
511,,DERMATOLOGY CGH,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
512,,ENT CGH,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
513,,GENERAL SURGERY CGH,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
514,,HAEMATOLOGY CGH,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
515,,PAIN CLINIC CGH,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
516,,MEDICAL CGH,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
517,,NEUROLOGY CGH,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
518,,PAEDIATRICS CGH,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
519,,OBS & GYNAE CGH,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
520,,UROLOGY CGH,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
521,,MAXILLOFACIAL CGH,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
522,,OPHTHALMOLOGY CGH,CHELTENHAM GENERAL HOSPITAL,CHELTENHAM,SW,GL53 7AN,GLOUCESTERSHIRE,51.89319,-2.0718118,,,,,,,,,
523,,A&E GRH,GLOUCESTER ROYAL HOSPITAL,GLOUCESTER,SW,GL1 3NN,GLOUCESTERSHIRE,51.866088,-2.2338867,,,,,,,,,
524,,DERMATOLOGY GRH,GLOUCESTER ROYAL HOSPITAL,GLOUCESTER,SW,GL1 3NN,GLOUCESTERSHIRE,51.866088,-2.2338867,,,,,,,,,
525,,STURMINSTER NEWTON LOCAL OFFICE,THE ANNEXE,STURMINSTER NEWTON,SW,DT10 1DR,DORSET,50.933052,-2.3042498,,,,,,,,,
526,,BRIDPORT SOCIAL SERVICES OFFICE,THE GROVE,BRIDPORT,SW,DT6 3JL,DORSET,50.734342,-2.757084,,,,,,,,,
527,,ENT GRH,GLOUCESTER ROYAL HOSPITAL,GLOUCESTER,SW,GL1 3NN,GLOUCESTERSHIRE,51.866088,-2.2338867,,,,,,,,,
528,,WEYMOUTH SOCIAL SERVICES,19 JUBILEE RETAIL PARK,WEYMOUTH,SW,DT4 7BG,DORSET,50.617144,-2.4573917,,,,,,,,,
529,,ORTHOPAEDICS GRH,GLOUCESTER ROYAL HOSPITAL,GLOUCESTER,SW,GL1 3NN,GLOUCESTERSHIRE,51.866088,-2.2338867,,,,,,,,,
530,,GENERAL SURGERY GRH,GLOUCESTER ROYAL HOSPITAL,GLOUCESTER,SW,GL1 3NN,GLOUCESTERSHIRE,51.866088,-2.2338867,,,,,,,,,
531,,ELDERLY GRH,GLOUCESTER ROYAL HOSPITAL,GLOUCESTER,SW,GL1 3NN,GLOUCESTERSHIRE,51.866088,-2.2338867,,,,,,,,,
532,,WINCHCOMBE HOSPITAL,CHELTENHAM ROAD,CHELTENHAM,SW,GL54 5NQ,GLOUCESTERSHIRE,51.948899,-1.9752776,,,,,,,,,
533,,STROUD GENERAL HOSPITAL,TRINITY ROAD,STROUD,SW,GL5 2HY,GLOUCESTERSHIRE,51.743022,-2.2081214,,,,,,,,,
534,,STROUD MATERNITY HOSPITAL,FIELD ROAD,STROUD,SW,GL5 2JB,GLOUCESTERSHIRE,51.742302,-2.2088422,,,,,,,,,
535,,HILLBANK (CREDITON),43-44 CLIFFORD GARDENS,CREDITON,SW,EX17 2AN,DEVON,50.792018,-3.6529296,,,,,,,,,
536,,YEOVIL DIALYSIS UNIT,YEOVIL DIALYSIS CENTRE,YEOVIL,SW,BA21 3TL,SOMERSET,50.94992,-2.6644627,,,,,,,,,
537,,TAUNTON DIALYSIS UNIT,DEANE GATE AVENUE,TAUNTON,SW,TA1 2UH,SOMERSET,51.019962,-3.0661491,,,,,,,,,
538,,HIGHCLIFF MEDICAL CENTRE,HEILA HOUSE,CHRISTCHURCH,SW,BH23 5ET,DORSET,50.741232,-1.7018378,,,,,,,,,
539,,MOUNT GOULD LOCAL CARE CENTRE,200 MOUNT GOULD ROAD,PLYMOUTH,SW,PL4 7PY,DEVON,50.378824,-4.1168236,,,,,,,,,
540,,ALBANY CLOSE,CASTLETOWN WAY,SHERBORNE,SW,DT9 4EA,DORSET,50.956697,-2.5095254,,,,,,,,,
541,,PYRLAND HOUSE (DAY CARE),CHEDDON RD,TAUNTON,SW,TA2 7AU,SOMERSET,51.03245,-3.1014327,,,,,,,,,
542,,BRACKEN HOUSE EPD DAY,CREWKERNE RD,CHARD,SW,TA20 1YA,SOMERSET,50.874558,-2.9521083,,,,,,,,,
543,,ROWCROFT HOSPICE,AVENUE ROAD,TORQUAY,SW,TQ2 5LS,DEVON,50.470118,-3.5479081,,,,,,,,,
544,,TOTNES COMMUNITY HOSPITAL,CORONATION ROAD,TOTNES,SW,TQ9 5GH,DEVON,50.432782,-3.6841331,,,,,,,,,
545,,DERWENT SUITE,BOURNEMOUTH NUFFIELD HOSPITAL,BOURNEMOUTH,SW,BH7 7DW,DORSET,50.747482,-1.8205054,,,,,,,,,
546,,DORSET RENAL,DORSET COUNTY HOSPITAL,DORCHESTER,SW,DT1 2JY,DORSET,50.713461,-2.4471253,,,,,,,,,
547,,DILKE MEMORIAL HOSPITAL,SPEECH HOUSE ROAD,CINDERFORD,SW,GL14 3HX,GLOUCESTERSHIRE,51.811207,-2.5198775,,,,,,,,,
548,,"FORE STREET, IVYBRIDGE",8-12 FORE STREET,IVYBRIDGE,SW,PL21 9AB,DEVON,50.38891,-3.9219045,,,,,,,,,
549,,THE QUAY,PLYMOUTH ROAD,TAVISTOCK,SW,PL19 8AB,DEVON,50.547832,-4.1473945,,,,,,,,,
550,,SOUTH DEVON RENAL UNIT,POMONA HOUSE,TORQUAY,SW,TQ2 7JF,DEVON,50.486239,-3.5750917,,,,,,,,,
551,,DERRIFORD HOSPITAL,DERRIFORD ROAD,PLYMOUTH,SW,PL6 8DH,DEVON,50.41672,-4.1136845,,,,,,,,,
552,,CHELTENHAM CHILDRENS CENTRE,HARP HILL,CHELTENHAM,SW,GL52 6PZ,GLOUCESTERSHIRE,51.900016,-2.0524638,,,,,,,,,
553,,ST PAULS MEDICAL CENTRE,121 SWINDON ROAD,CHELTENHAM,SW,GL50 4DP,GLOUCESTERSHIRE,51.906706,-2.0814998,,,,,,,,,
554,,SOUTH DEVON HEALTHCARE NHS TRUST HQ,HENGRAVE HOUSE,TORQUAY,SW,TQ2 7AA,DEVON,50.482325,-3.5537901,,,,,,,,,
555,,FOREST OF DEAN CHILDREN'S OPPORTUNITY CENTRE,BOWENS HILL ROAD,COLEFORD,SW,GL16 8DU,GLOUCESTERSHIRE,51.794821,-2.622451,,,,,,,,,
556,,COLEFORD HEALTH CENTRE,RAILWAY DRIVE,COLEFORD,SW,GL16 8RH,GLOUCESTERSHIRE,51.79111,-2.6150924,,,,,,,,,
557,,ST JAMES' CLINIC,QUEDGELEY,GLOUCESTER,SW,GL2 4WD,GLOUCESTERSHIRE,51.827018,-2.2808569,,,,,,,,,
558,,CINDERFORD HEALTH CENTRE,DOCKHAM ROAD,CINDERFORD,SW,GL14 2AN,GLOUCESTERSHIRE,51.822757,-2.4956209,,,,,,,,,
559,,THE MILESTONE SCHOOL,LONGFORD LANE,GLOUCESTER,SW,GL2 9EU,GLOUCESTERSHIRE,51.878997,-2.2207923,,,,,,,,,
560,,STROUD HEALTH CENTRE,BEECHES GREEN,STROUD,SW,GL5 4BH,GLOUCESTERSHIRE,51.747307,-2.2202358,,,,,,,,,
561,,FOREST VIEW EARLY YEARS CENTRE,FOREST VIEW SCHOOL,CINDERFORD,SW,GL14 2QA,GLOUCESTERSHIRE,51.825309,-2.4916007,,,,,,,,,
562,,NEWENT EARLY YEARS CENTRE,BRADFORDS LANE,NEWENT,SW,GL18 1QT,GLOUCESTERSHIRE,51.932474,-2.414043,,,,,,,,,
563,,HEART OF THE FOREST COMMUNITY SCHOOL,SPEECH HOUSE ROAD,COLEFORD,SW,GL16 7EJ,GLOUCESTERSHIRE,51.802387,-2.5513044,,,,,,,,,
564,,THE SHRUBBERIES SCHOOL,OLDENDS LANE,STONEHOUSE,SW,GL10 2DG,GLOUCESTERSHIRE,51.752109,-2.2902713,,,,,,,,,
565,,ORCHARD MEDICAL CENTRE,FAIRMEAD,DURSLEY,SW,GL11 5NE,GLOUCESTERSHIRE,51.699708,-2.3643958,,,,,,,,,
566,,ST ROSES SPECIAL SCHOOL,STRATFORD LAWN,STROUD,SW,GL5 4AP,GLOUCESTERSHIRE,51.747467,-2.2210043,,,,,,,,,
567,,WOTTON-UNDER-EDGE CLINIC,SYMN LANE,WOTTON-UNDER-EDGE,SW,GL12 7BD,GLOUCESTERSHIRE,51.636065,-2.3538429,,,,,,,,,
568,,STONEHOUSE HEALTH CENTRE,THE CAR PARK,STONEHOUSE,SW,GL10 2NG,GLOUCESTERSHIRE,51.746885,-2.2828506,,,,,,,,,
569,,DURSLEY CLINIC,THE SANDPITS,DURSLEY,SW,GL11 5QF,GLOUCESTERSHIRE,51.689674,-2.358789,,,,,,,,,
570,,MAY LANE SURGERY,27 MAY LANE,DURSLEY,SW,GL11 4JN,GLOUCESTERSHIRE,51.680012,-2.3573964,,,,,,,,,
571,,THE SURGERY (ABBOTSWOOD ROAD),ABBOTSWOOD ROAD,GLOUCESTER,SW,GL3 4PE,GLOUCESTERSHIRE,51.844575,-2.1566956,,,,,,,,,
572,,THE SURGERY (BROOKFIELD ROAD),5A BROOKFIELD ROAD,GLOUCESTER,SW,GL3 3HB,GLOUCESTERSHIRE,51.857161,-2.1936636,,,,,,,,,
573,,COLEFORD HOUSE,BOXBUSH ROAD,COLEFORD,SW,GL16 8DN,GLOUCESTERSHIRE,51.794316,-2.619312,,,,,,,,,
574,,GL1 GLOUCESTER LEISURE CENTRE,BRUTON WAY,GLOUCESTER,SW,GL1 1DT,GLOUCESTERSHIRE,51.862571,-2.238951,,,,,,,,,
575,,STROUD LEISURE CENTRE,STRATFORD ROAD,STROUD,SW,GL5 4AF,GLOUCESTERSHIRE,51.749701,-2.2235791,,,,,,,,,
576,,GREENFIELDS DAY CENTRE,WEST BOW HOUSE,BRIDGWATER,SW,TA6 3RT,SOMERSET,51.127041,-3.00978,,,,,,,,,
577,,SHEPTON MALLET COMMUNITY HOSPITAL,OLD WELLS ROAD,SHEPTON MALLET,SW,BA4 4PG,SOMERSET,51.190575,-2.5624857,,,,,,,,,
578,,UPTON HEALTH CENTRE,BLANDFORD ROAD NORTH,POOLE,SW,BH16 5PW,DORSET,50.73901,-2.028971,,,,,,,,,
579,,WAREHAM HEALTH CENTRE,STRECHE ROAD,WAREHAM,SW,BH20 4PG,DORSET,50.687004,-2.1167043,,,,,,,,,
580,,BLANDFORD COMMUNITY HOSPITAL,MILLDOWN ROAD,BLANDFORD FORUM,SW,DT11 7DD,DORSET,50.863313,-2.1681696,,,,,,,,,
581,,RHEUMATOLOGY GRH,GLOUCESTER ROYAL HOSPITAL,GLOUCESTER,SW,GL1 3NN,GLOUCESTERSHIRE,51.866088,-2.2338867,,,,,,,,,
582,,ACORN HOUSE,HORTON ROAD,GLOUCESTER,SW,GL1 3PX,GLOUCESTERSHIRE,51.865969,-2.2257969,,,,,,,,,
583,,EXETER NUFFIELD HOSPITAL,WONFORD ROAD,EXETER,SW,EX2 4UG,DEVON,50.716311,-3.511271,,,,,,,,,
584,,SCOTT HOSPITAL,BEACON PARK ROAD,PLYMOUTH,SW,PL2 2PQ,DEVON,50.390641,-4.1618788,,,,,,,,,
585,,TIVERTON AND DISTRICT HOSPITAL,KENNEDY WAY,TIVERTON,SW,EX16 6NT,DEVON,50.909477,-3.4929547,,,,,,,,,
586,,TORBAY DISTRICT GENERAL HOSPITAL,NEWTON ROAD,TORQUAY,SW,TQ2 7AA,DEVON,50.482325,-3.5537901,,,,,,,,,
587,,NORTH DEVON DISTRICT HOSPITAL,RALEIGH PARK,BARNSTAPLE,SW,EX31 4JB,DEVON,51.092201,-4.0511326,,,,,,,,,
588,,MOORCROFT QUARRY SOCIAL DISPATCH POINT,MOORCROFT QUARRY,PLYMOUTH,SW,PL9 8AJ,DEVON,50.365914,-4.0821351,,,,,,,,,
589,,FAIRFORD HOSPITAL,THE CROFT,FAIRFORD,SW,GL7 4BB,GLOUCESTERSHIRE,51.707871,-1.7786741,,,,,,,,,
590,,COLLINGWOOD HOUSE,HORTON ROAD,GLOUCESTER,SW,GL1 3PX,GLOUCESTERSHIRE,51.865969,-2.2257969,,,,,,,,,
591,,SALMON SPRINGS,UNIT 13,STROUD,SW,GL6 6NU,GLOUCESTERSHIRE,51.752625,-2.2223912,,,,,,,,,
592,,SOUTHFIELDS OLD HOUSE,PARK ROAD,STROUD,SW,GL5 2JG,GLOUCESTERSHIRE,51.739518,-2.2067294,,,,,,,,,
593,,MARSBERG HOUSE,BOWBRIDGE LANE,STROUD,SW,GL5 2JP,GLOUCESTERSHIRE,51.741911,-2.2060742,,,,,,,,,
594,,EASTGATE HOUSE,121-131 EASTGATE STREET,GLOUCESTER,SW,GL1 1QB,GLOUCESTERSHIRE,51.862425,-2.2399232,,,,,,,,,
595,,LONG HOUSE,6 WHITE HOUSE PARK,STROUD,SW,GL5 4LD,GLOUCESTERSHIRE,51.744105,-2.2436693,,,,,,,,,
596,,HEATHFIELD,30 DENMARK ROAD,GLOUCESTER,SW,GL1 3HZ,GLOUCESTERSHIRE,51.870911,-2.2314862,,,,,,,,,
597,,CHESTERTON HALT,MEADOW ROAD,CIRENCESTER,SW,GL7 1YA,GLOUCESTERSHIRE,51.708946,-1.9658554,,,,,,,,,
598,,ACORN HOUSE,HORTON ROAD,GLOUCESTER,SW,GL1 3PX,GLOUCESTERSHIRE,51.865969,-2.2257969,,,,,,,,,
599,,CHALFONT,148 BARNWOOD ROAD,GLOUCESTER,SW,GL4 3JT,GLOUCESTERSHIRE,51.861429,-2.205938,,,,,,,,,
600,,BLACK MENTAL HEALTH TEAM,27 WORCESTER STREET,GLOUCESTER,SW,GL1 3AJ,GLOUCESTERSHIRE,51.867544,-2.2430149,,,,,,,,,
601,,HAYBRUN HOUSE,8 ALEXANDRA ROAD,GLOUCESTER,SW,GL1 3DR,GLOUCESTERSHIRE,51.870037,-2.2324838,,,,,,,,,
602,,GRIP TEAM,GROVE STREET,CHELTENHAM,SW,GL50 3LZ,GLOUCESTERSHIRE,51.903478,-2.0827585,,,,,,,,,
603,,YOUNG PERSONS SUBSTANCE MISUSE UNIT,40B LONDON ROAD,GLOUCESTER,SW,GL1 3NU,GLOUCESTERSHIRE,51.867609,-2.2375109,,,,,,,,,
604,,CLEEVE HOUSE,HORTON ROAD,GLOUCESTER,SW,GL1 3PX,GLOUCESTERSHIRE,51.865969,-2.2257969,,,,,,,,,
605,,LEXHAM LODGE,COPT ELM ROAD,CHELTENHAM,SW,GL53 8AG,GLOUCESTERSHIRE,51.88536,-2.0526936,,,,,,,,,
