"","SERIALNO","HINCP","NP","place_id","SYNTHETIC_HID","longitude","latitude","puma_id","ST","SEX","AGEP","SCH","SCHG","RELP","HISP","ESR","PINCP","NATIVITY","OCCP","POBP","RAC1P","SYNTHETIC_PID","school_id","workplace_id"
"670",138990,62500,9,25025140106,"25025140106-942",-71.13961,42.27654,508,25,1,48,1,NA,13,1,1,16000,2,9620,332,2,"25025140106-942-1926","",465574408
"671",1312752,100000,1,25023508102,"25023508102-440",-70.82167,42.02745,508,25,1,71,1,NA,0,1,6,100000,1,NA,25,1,"25023508102-440-444","",NA
"672",1447292,82600,2,25005630400,"25005630400-1067",-71.33291132,41.96091425,505,25,2,78,1,NA,1,1,6,17000,1,NA,25,1,"25005630400-1067-1448","",NA
"673",544267,252000,4,25001011802,"25001011802-2278",-70.22125322,41.70410482,3302,25,2,2,NA,NA,2,1,NA,252000,1,NA,18,1,"25001011802-2278-4616","",NA
"674",1433564,83500,4,25027746100,"25027746100-1483",-71.50322,42.09516,1600,25,1,52,1,NA,0,1,1,70000,2,8650,301,1,"25027746100-1483-3203","",9024589
"675",1266592,36000,3,25027757300,"25027757300-1113",-72.03604,42.07868,1900,25,2,26,1,NA,2,5,1,21000,1,4020,72,8,"25027757300-1113-1687","",840531149
"676",678141,98000,4,25027716200,"25027716200-1169",-71.68307,42.42372,304,25,1,34,1,NA,1,1,1,48000,1,3930,25,1,"25027716200-1169-2247","",9026725
"677",792579,124600,2,25001010900,"25001010900-2825",-70.00622394,41.76073143,200,25,1,74,1,NA,1,1,1,76000,1,205,25,1,"25001010900-2825-4589","",107910507
"678",144714,151500,5,25009253203,"25009253203-1308",-71.09492816,42.71318232,703,25,1,15,2,11,2,1,NA,0,1,NA,25,1,"25009253203-1308-3112","2.51E+11",NA
"679",817691,84100,7,25009251400,"25009251400-1623",-71.18780158,42.69778869,3304,25,1,10,2,7,3,5,NA,84100,2,NA,329,8,"25009251400-1623-5104","2.50E+11",NA
"680",133948,9600,2,25027731700,"25027731700-933",-71.79993,42.26452,502,25,1,20,2,14,2,1,3,0,1,9920,25,2,"25027731700-933-974","2.51E+11",NA
"681",141393,10000,12,25009212100,"25009212100-2799",-71.01527223,42.59511365,504,25,1,16,3,11,2,1,6,0,1,NA,25,1,"25009212100-2799-7244","599839",NA
"682",733865,62010,1,25017356601,"25017356601-478",-71.18024,42.41092,3900,25,2,44,1,NA,0,1,1,62010,1,5940,25,1,"25017356601-478-483","",895545911
"683",357872,48100,4,25009210900,"25009210900-1333",-70.92256309,42.53787412,1901,25,2,3,1,NA,2,1,NA,48100,1,NA,25,1,"25009210900-1333-2511","",NA
"684",762097,72800,2,25003900900,"25003900900-1323",-73.2472502,42.43801047,4000,25,2,40,1,NA,0,1,1,10000,2,1820,130,1,"25003900900-1323-1742","",678021023
"685",989636,80000,5,25013813208,"25013813208-1073",-72.60647284,42.05967423,503,25,2,9,2,5,2,19,NA,80000,1,NA,24,1,"25013813208-1073-2503","2.51E+11",NA
"686",177355,14600,3,25025120500,"25025120500-543",-71.10245,42.32175,1900,25,2,21,1,NA,13,1,6,0,1,NA,25,1,"25025120500-543-927","",NA
"687",526973,114800,5,25027711100,"25027711100-1526",-71.78579,42.62065,4303,25,1,54,1,NA,0,1,1,44800,1,4820,36,1,"25027711100-1526-3550","",1094622
"688",75411,117000,7,25017374600,"25017374600-1864",-71.23213,42.36058,508,25,1,9,2,6,2,1,NA,117000,1,NA,6,1,"25017374600-1864-4517","2.50E+11",NA
"689",247492,212200,5,25017318300,"25017318300-2362",-71.41341257,42.59498983,4000,25,1,65,1,NA,0,1,6,35000,2,4810,233,6,"25017318300-2362-6862","",NA
"690",600684,485000,6,25013812401,"25013812401-2423",-72.67297759,42.10404315,3400,25,1,9,3,6,2,1,NA,485000,1,NA,139,1,"25013812401-2423-6138","2033941",NA
"691",963911,201000,3,25027709202,"25027709202-2290",-71.73086,42.51839,4301,25,1,51,1,NA,1,1,1,131000,1,3750,44,1,"25027709202-2290-4084","",491207007
"692",600150,56800,4,25023541100,"25023541100-1343",-70.78188,41.79356,3500,25,1,47,1,NA,1,1,6,19800,1,430,25,1,"25023541100-1343-2853","",NA
"693",849186,102000,5,25017356400,"25017356400-2797",-71.15945,42.41951,1300,25,1,8,2,4,2,1,NA,102000,1,NA,25,1,"25017356400-2797-6331","2.51E+11",NA
"694",820317,105800,6,25017318400,"25017318400-1157",-71.45397991,42.55483524,4902,25,2,10,2,7,7,1,NA,105800,1,NA,25,1,"25017318400-1157-3131","2.50E+11",NA
"695",316810,54500,3,25017351204,"25017351204-1471",-71.09951,42.3827,4303,25,1,21,2,15,13,1,1,30000,1,4250,25,1,"25017351204-1471-2644","",8826091
"696",1257139,106500,3,25017338400,"25017338400-1091",-71.18286678,42.44776167,504,25,1,31,1,NA,0,1,1,46500,1,2830,6,1,"25017338400-1091-1959","",392340774
"697",583353,119000,4,25025110502,"25025110502-1532",-71.13503,42.2863,4500,25,1,2,NA,NA,2,1,NA,119000,1,NA,25,1,"25025110502-1532-3167","",NA
"698",1202875,12200,4,25017341800,"25017341800-2002",-71.04056794,42.4333659,100,25,2,10,2,6,2,11,NA,12200,2,NA,312,1,"25017341800-2002-3964","2.51E+11",NA
"699",831911,35000,6,25011040701,"25011040701-1975",-72.55837346,42.60290613,4902,25,2,43,1,NA,0,1,1,35000,1,2825,25,1,"25011040701-1975-4355","",995055779
"700",1371174,120400,3,25025100601,"25025100601-1831",-71.05518,42.29252,3305,25,1,63,1,NA,1,1,1,56000,1,4220,25,9,"25025100601-1831-3253","",255574675
"701",908493,32400,3,25017341200,"25017341200-1549",-71.08059936,42.4230505,3301,25,2,22,3,15,0,1,6,0,2,2340,217,6,"25017341200-1549-2542","",NA
"702",1321347,12400,1,25023522102,"25023522102-51",-70.88955,42.02846,304,25,2,68,1,NA,0,1,6,12400,2,NA,301,1,"25023522102-51-51","",NA
"703",272735,0,1,25013802100,"25013802100-117",-72.55942585,42.0675356,3602,25,2,56,1,NA,0,1,6,0,1,NA,25,8,"25013802100-117-117","",NA
"704",1194571,115800,5,25017315200,"25017315200-2976",-71.21696218,42.61915044,4903,25,2,8,2,5,2,1,NA,115800,1,NA,25,1,"25017315200-2976-6629","2.51E+11",NA
"705",292798,34000,1,25005630101,"25005630101-105",-71.33813073,41.98817124,100,25,2,44,1,NA,0,1,1,34000,1,3645,25,1,"25005630101-105-105","",512653866
"706",1405131,244000,4,25001013600,"25001013600-2000",-70.47686981,41.71616652,1300,25,2,27,1,NA,2,1,1,32000,1,2310,25,1,"25001013600-2000-5222","",840409981
"707",1297138,66100,3,25005613700,"25005613700-1635",-71.0796704,41.9197105,4902,25,2,44,1,NA,0,1,1,2100,1,6420,25,1,"25005613700-1635-2573","",107981086
"708",1176422,20600,4,25017313102,"25017313102-1486",-71.38704847,42.68571234,1901,25,1,7,2,3,2,1,NA,20600,1,NA,25,1,"25017313102-1486-3095","2.51E+11",NA
"709",956440,118000,3,25023530901,"25023530901-2224",-70.55807,41.79912,4500,25,2,57,1,NA,0,1,1,37000,1,5620,9,1,"25023530901-2224-4277","",357881366
"710",63742,86900,3,25017332300,"25017332300-1547",-71.22258145,42.51111985,508,25,1,44,1,NA,2,1,6,0,1,NA,25,1,"25017332300-1547-2690","",NA
"711",82234,397400,4,25017334100,"25017334100-1767",-71.1148431,42.51862841,3603,25,1,54,1,NA,6,1,2,358000,2,4720,116,1,"25017334100-1767-4286","",991595737
"712",1049986,16000,1,25021400400,"25021400400-571",-71.139,42.34157,4902,25,2,67,1,NA,0,1,6,16000,1,NA,25,1,"25021400400-571-571","",NA
"713",988401,255790,6,25017315403,"25017315403-569",-71.19312541,42.58082952,3306,25,1,22,1,NA,2,1,1,36000,1,7315,25,1,"25017315403-569-1572","",450184791
"714",1179909,233500,6,25017334300,"25017334300-2644",-71.10322024,42.53005733,507,25,1,33,1,NA,2,1,3,28000,1,7330,25,1,"25017334300-2644-7617","",NA
"715",314292,150000,4,25027725100,"25027725100-1736",-72.04065,42.29324,1400,25,2,11,2,7,2,1,NA,150000,1,NA,42,1,"25027725100-1736-3781","2.50E+11",NA
"716",934846,79640,7,25017314200,"25017314200-2049",-71.31941533,42.68930104,2800,25,2,13,2,10,2,1,NA,79640,1,NA,25,1,"25017314200-2049-5163","2.51E+11",NA
"717",221005,36040,1,25017321100,"25017321100-498",-71.50163275,42.3446556,4800,25,2,84,1,NA,0,1,6,36040,1,NA,25,1,"25017321100-498-498","",NA
"718",569252,30000,2,25017374700,"25017374700-397",-71.25619,42.34632,503,25,1,7,2,4,2,1,NA,30000,1,NA,25,6,"25017374700-397-476","2.51E+11",NA
"719",1302919,80000,3,25005640600,"25005640600-1612",-71.15236884,41.68912008,301,25,2,1,NA,NA,2,1,NA,80000,1,NA,25,9,"25005640600-1612-3108","",NA
"720",978679,150500,1,25009205400,"25009205400-333",-70.99533886,42.49013087,3302,25,1,58,1,NA,0,1,1,150500,1,710,53,1,"25009205400-333-338","",541925525
"721",1371002,90000,6,25005650900,"25005650900-1186",-70.93648213,41.65305704,200,25,1,7,2,3,2,1,NA,90000,1,NA,49,1,"25005650900-1186-2862","2.51E+11",NA
"722",1337830,23770,2,25027710300,"25027710300-294",-71.84764,42.5519,508,25,2,81,1,NA,0,1,6,9000,1,NA,25,1,"25027710300-294-342","",NA
"723",703531,21000,4,25027732001,"25027732001-1003",-71.77652,42.30332,3305,25,2,33,1,NA,0,5,6,1000,1,4850,36,1,"25027732001-1003-2385","",NA
"724",26197,56000,4,25017318200,"25017318200-1034",-71.47433819,42.59258546,4301,25,1,5,2,2,2,1,NA,56000,1,NA,25,1,"25017318200-1034-2205","2.51E+11",NA
"725",1005357,42000,3,25021422700,"25021422700-1164",-70.93791,42.24157,4800,25,2,43,1,NA,2,1,1,30000,1,8965,25,1,"25021422700-1164-1853","",854091311
"726",618172,63000,6,25023510700,"25023510700-2149",-71.03376,42.08732,3304,25,2,26,1,NA,0,1,1,34000,1,5240,25,2,"25023510700-2149-4999","",451238240
"727",416524,48000,6,25023502102,"25023502102-2263",-70.89977,42.12113,200,25,2,43,1,NA,0,1,1,27000,1,2630,9,9,"25023502102-2263-5664","",499433068
"728",1158917,24000,1,25017341700,"25017341700-300",-71.03822375,42.43565459,506,25,2,84,1,NA,0,1,6,24000,1,NA,25,1,"25017341700-300-302","",NA
"729",391503,15600,1,25021422600,"25021422600-169",-70.92736,42.21917,1901,25,1,76,1,NA,0,1,6,15600,1,NA,25,1,"25021422600-169-169","",NA
"730",400028,104000,4,25009203302,"25009203302-2008",-70.85428964,42.5065043,3601,25,1,1,NA,NA,2,1,NA,104000,1,NA,25,1,"25009203302-2008-3733","",NA
"731",1388604,30850,3,25001010306,"25001010306-2273",-69.97305733,41.85932575,200,25,1,9,2,6,3,3,NA,30850,1,NA,25,6,"25001010306-2273-3903","2.50E+11",NA
"732",286774,25900,2,25009221300,"25009221300-962",-70.65176474,42.60464441,1901,25,2,64,1,NA,0,1,6,9300,1,5700,25,1,"25009221300-962-1127","",NA
"733",704372,60000,3,25021404201,"25021404201-598",-71.29045,42.31765,200,25,2,35,1,NA,0,1,1,20000,2,5700,139,1,"25021404201-598-973","",945435105
"734",249739,50700,2,25005632200,"25005632200-1173",-71.33788354,41.82372081,3900,25,2,77,1,NA,1,1,6,7900,1,NA,25,1,"25005632200-1173-1742","",NA
"735",800911,101200,4,25009212100,"25009212100-2457",-71.01543,42.58388856,1300,25,2,82,1,NA,0,1,6,35500,1,NA,25,1,"25009212100-2457-5526","",NA
"736",1313692,41200,1,25017342500,"25017342500-510",-71.04910527,42.41220586,1902,25,1,62,1,NA,0,1,1,41200,1,6730,25,1,"25017342500-510-511","",406073387
"737",1048911,106000,2,25015821000,"25015821000-1337",-72.56096097,42.24342399,702,25,1,74,1,NA,0,1,2,92000,1,1320,33,1,"25015821000-1337-2170","",449126275
"738",710737,165000,3,25003935100,"25003935100-1237",-73.28995259,42.60219014,1000,25,2,61,1,NA,1,1,1,30000,1,4700,25,1,"25003935100-1237-2205","",832102594
"739",98902,45700,3,25013801300,"25013801300-1050",-72.57798454,42.11595139,100,25,1,22,1,NA,15,1,1,2800,1,4020,25,1,"25013801300-1050-1810","",832211841
"740",912380,42300,3,25005651100,"25005651100-1434",-70.93016576,41.6536294,4500,25,2,4,2,1,2,7,NA,42300,2,NA,313,8,"25005651100-1434-2381","2.51E+11",NA
"741",1461630,0,3,25025061101,"25025061101-701",-71.05384,42.32744,702,25,1,41,3,16,0,1,6,0,2,410,217,6,"25025061101-701-957","",NA
"742",232210,155000,3,25023510700,"25023510700-1689",-71.04634,42.0863,3304,25,1,37,1,NA,1,1,1,58000,1,3800,25,2,"25023510700-1689-3065","",249261496
"743",756053,53000,1,25017317302,"25017317302-710",-71.39491971,42.63589782,502,25,2,53,1,NA,0,1,1,53000,1,5240,25,1,"25017317302-710-713","",107369340
"744",866921,178000,3,2.5e+10,"25025000504-3146",-71.14431,42.34219,3601,25,1,34,1,NA,0,1,1,120000,1,3850,25,1,"25025000504-3146-4573","",3821832
"745",399393,318200,3,25017338300,"25017338300-829",-71.13787226,42.45448222,3900,25,1,82,1,NA,0,1,6,278800,1,NA,27,1,"25017338300-829-1553","",NA
"746",577363,22000,4,25027703100,"25027703100-1689",-72.23996,42.58961,4000,25,2,30,1,NA,1,3,6,0,1,NA,25,8,"25027703100-1689-2918","",NA
"747",1246766,67000,1,25027757400,"25027757400-261",-72.0369,42.06806,4200,25,2,64,1,NA,0,1,2,67000,1,5700,17,1,"25027757400-261-261","",4555470
"748",511270,186000,6,25017332400,"25017332400-1451",-71.20001392,42.49787285,3500,25,1,7,2,4,2,1,NA,186000,1,NA,34,1,"25017332400-1451-3480","2.51E+11",NA
"749",164423,72000,7,25021417901,"25021417901-3306",-70.98235,42.24804,704,25,2,43,1,NA,0,1,1,9000,1,9640,25,2,"25021417901-3306-6291","",107555377
"750",1358988,95000,2,25003900600,"25003900600-1339",-73.26373336,42.45128492,3602,25,2,36,1,NA,0,1,1,55000,2,540,328,2,"25003900600-1339-1842","",808949
"751",714540,18220,3,25017342201,"25017342201-1202",-71.05119599,42.41194582,1901,25,1,11,3,8,2,1,NA,18220,1,NA,25,1,"25017342201-1202-1936","604895",NA
"752",704071,84000,3,25005613100,"25005613100-2039",-71.12623066,41.94791494,1901,25,2,62,1,NA,1,1,1,42000,2,5400,119,1,"25005613100-2039-3431","",534728100
"753",682027,33600,2,25001010500,"25001010500-1178",-69.95639705,41.803166,1901,25,2,66,1,NA,1,1,6,8400,1,4600,25,1,"25001010500-1178-1430","",NA
"754",333933,140000,5,25023506101,"25023506101-2294",-70.70794,42.13849,303,25,2,14,2,11,2,1,NA,140000,1,NA,25,1,"25023506101-2294-5727","2.50E+11",NA
"755",1383312,220000,4,25009208200,"25009208200-2064",-71.01288177,42.4610568,3500,25,2,35,1,NA,1,1,6,0,2,4900,138,1,"25009208200-2064-4376","",NA
"756",1219890,55500,2,25001014900,"25001014900-1624",-70.62234261,41.57036912,1600,25,2,46,1,NA,0,1,1,53000,1,230,39,1,"25001014900-1624-2003","",6201438
"757",754691,102000,2,25017354000,"25017354000-1750",-71.12159,42.38304,3900,25,2,25,1,NA,0,1,1,65000,1,3150,34,1,"25017354000-1750-2080","",106867575
"758",675222,352000,6,25027731001,"25027731001-829",-71.86157,42.25538,703,25,1,43,1,NA,1,1,1,260000,1,410,36,1,"25027731001-829-2250","",429786502
"759",1471664,636000,2,2.5e+10,"25025000401-2351",-71.14488,42.34216,3400,25,2,51,1,NA,1,1,1,112000,1,630,25,1,"25025000401-2351-3328","",901159012
"760",950770,4200,3,25027754200,"25027754200-1161",-71.87239,42.05085,4302,25,1,10,2,6,2,1,NA,4200,1,NA,25,1,"25027754200-1161-1616","2.51E+11",NA
"761",703117,40850,4,25017315500,"25017315500-1911",-71.23508375,42.58641284,4700,25,1,7,2,3,2,1,NA,40850,1,NA,6,1,"25017315500-1911-3610","2.51E+11",NA
"762",949081,185100,3,25025110301,"25025110301-637",-71.11088,42.28531,702,25,2,50,1,NA,1,1,1,36000,1,2000,25,1,"25025110301-637-1120","",465553428
"763",1365411,115050,4,25009223300,"25009223300-2073",-70.89175354,42.69151375,3900,25,1,16,2,12,2,1,3,0,1,9920,25,1,"25009223300-2073-4669","2.51E+11",NA
"764",1425703,67800,5,25017314301,"25017314301-2967",-71.26543403,42.67441638,701,25,1,69,1,NA,6,5,6,2400,2,NA,329,1,"25017314301-2967-7249","",NA
"765",1422269,78020,3,25017350300,"25017350300-884",-71.10728,42.39538,302,25,2,60,1,NA,1,1,1,14120,1,2750,36,1,"25017350300-884-1406","",480870310
"766",1226446,148300,2,25005613901,"25005613901-960",-71.10667722,41.8984906,1300,25,1,50,1,NA,0,1,1,123000,1,735,39,1,"25005613901-960-1417","",1100726
"767",662354,199200,4,25021401100,"25021401100-1291",-71.15806,42.3233,304,25,1,5,1,NA,2,1,NA,199200,1,NA,9,1,"25021401100-1291-2598","",NA
"768",1107056,70000,4,25027739100,"25027739100-2565",-71.70681,42.27142,3900,25,1,2,NA,NA,2,1,NA,70000,1,NA,25,1,"25027739100-2565-5281","",NA
"769",405929,95000,4,25013800101,"25013800101-1404",-72.51312645,42.15345,3900,25,1,17,2,14,2,1,6,18000,1,NA,25,1,"25013800101-1404-3140","2.51E+11",NA
"770",672141,98220,2,25021404202,"25021404202-354",-71.26917,42.30027,4500,25,2,60,1,NA,1,1,1,72120,1,2320,25,1,"25021404202-354-392","",461194359
"771",129365,110900,4,25013813301,"25013813301-2172",-72.57452748,42.06479518,1400,25,1,9,2,5,2,1,NA,110900,1,NA,25,6,"25013813301-2172-5160","2.50E+11",NA
"772",110726,69000,2,25021422100,"25021422100-692",-70.97279,42.18209,400,25,1,60,1,NA,1,1,6,15000,1,NA,25,1,"25021422100-692-1020","",NA
"773",499224,77000,3,25027740200,"25027740200-802",-71.6277,42.32758,2800,25,1,2,NA,NA,2,1,NA,77000,1,NA,26,1,"25027740200-802-1333","",NA
"774",1465246,145000,4,25013810414,"25013810414-1859",-72.51706938,42.19803789,303,25,1,0,NA,NA,2,1,NA,145000,1,NA,25,1,"25013810414-1859-4077","",NA
"775",97766,227500,4,25001012200,"25001012200-2517",-70.39021876,41.69965363,503,25,2,53,1,NA,1,1,1,25500,1,1610,36,1,"25001012200-2517-5182","",895518496
"776",653891,120850,5,25021412100,"25021412100-2002",-71.22885,42.21587,304,25,1,52,1,NA,0,1,1,30000,1,1530,25,1,"25021412100-2002-4824","",222171829
"777",817691,84100,7,25013812702,"25013812702-2424",-72.74391264,42.12083193,3304,25,1,31,1,NA,1,5,1,23100,2,5620,329,2,"25013812702-2424-5554","",832320113
"778",113705,1500,1,25017368902,"25017368902-21",-71.23814,42.38657,1300,25,2,83,1,NA,0,1,1,1500,1,4760,25,1,"25017368902-21-21","",106715782
"779",1284417,246000,5,25017356300,"25017356300-2433",-71.13983,42.41551,1400,25,2,17,2,14,2,1,6,0,1,NA,25,1,"25017356300-2433-5138","2.51E+11",NA
"780",1431566,50000,5,25021401100,"25021401100-1546",-71.12664,42.32659,4200,25,1,6,2,2,2,1,NA,50000,1,NA,25,1,"25021401100-1546-3619","2.51E+11",NA
"781",377926,55000,3,25027730500,"25027730500-1452",-71.80138,42.27893,507,25,1,24,1,NA,11,1,1,20000,1,5510,25,1,"25027730500-1452-2506","",9023953
"782",1346057,143000,4,25021416400,"25021416400-1586",-71.05118,42.26235,200,25,2,13,2,10,2,1,NA,143000,1,NA,25,1,"25021416400-1586-3419","2.50E+11",NA
"783",1325643,76000,4,25027701100,"25027701100-2681",-72.00151,42.70687,505,25,2,6,3,2,2,1,NA,76000,1,NA,25,1,"25027701100-2681-5386","A0771011",NA
"784",207936,49700,2,25001011200,"25001011200-1686",-70.06794802,41.67026106,304,25,1,71,1,NA,0,1,1,39900,1,7810,44,1,"25001011200-1686-2010","",840429997
"785",57228,334500,4,25023500101,"25023500101-1817",-70.90699,42.30507,703,25,2,66,1,NA,0,1,6,246000,1,NA,55,1,"25023500101-1817-3754","",NA
"786",893154,150000,4,25027709201,"25027709201-2548",-71.76292,42.5153,3500,25,1,50,1,NA,1,1,1,150000,1,50,17,1,"25027709201-2548-5399","",840563787
"787",1471267,76000,3,25023530400,"25023530400-1521",-70.70868,41.93117,400,25,2,47,1,NA,0,1,1,23000,1,230,25,1,"25023530400-1521-2563","",613665538
"788",138117,80000,4,25027753100,"25027753100-2558",-71.83426,42.16055,1300,25,2,63,1,NA,1,1,6,0,1,NA,25,1,"25027753100-2558-5078","",NA
"789",1346473,85700,6,25025170800,"25025170800-2007",-70.9862,42.40089,4800,25,2,11,2,7,2,1,NA,85700,1,NA,6,9,"25025170800-2007-4568","2.50E+11",NA
"790",247713,35300,3,25013801200,"25013801200-1212",-72.58207677,42.10955009,1901,25,2,41,1,NA,0,16,1,35300,2,5120,364,8,"25013801200-1212-1846","",582461984
"791",277894,515000,5,25017338400,"25017338400-1903",-71.16674423,42.45769104,3400,25,2,14,2,10,2,1,NA,515000,1,NA,25,1,"25017338400-1903-5109","2.51E+11",NA
"792",554066,381200,2,25021418102,"25021418102-1268",-71.02325,42.24346,4301,25,2,42,1,NA,0,1,1,130000,1,50,25,1,"25021418102-1268-1963","",107682254
"793",584861,136000,2,25027744101,"25027744101-1466",-71.54073,42.18469,703,25,1,55,1,NA,0,1,1,71000,1,8140,25,1,"25027744101-1466-2266","",960495695
"794",318949,74000,1,25027718100,"25027718100-176",-71.72015,42.37962,504,25,2,28,1,NA,0,1,1,74000,1,5000,56,1,"25027718100-176-176","",400044756
"795",885419,181300,5,25023541100,"25023541100-1701",-70.85302,41.78037,4902,25,2,43,1,NA,1,1,1,100000,1,3150,25,6,"25023541100-1701-4402","",973063282
"796",330093,75000,1,25017350200,"25017350200-721",-71.09877,42.3948,703,25,1,59,1,NA,0,1,1,75000,1,2200,25,1,"25017350200-721-721","",418370656
"797",880651,170100,6,25023505200,"25023505200-3249",-70.75724,42.18088,704,25,1,56,1,NA,1,1,6,40000,1,7340,25,1,"25023505200-3249-7553","",NA
"798",1221247,189860,8,25021420302,"25021420302-2971",-71.04838,42.1633,1300,25,1,9,2,6,2,1,NA,189860,1,NA,25,1,"25021420302-2971-8119","2.50E+11",NA
"799",1409917,1700,3,25013801200,"25013801200-1063",-72.58816259,42.10858378,4000,25,2,15,2,12,9,1,NA,0,1,NA,6,6,"25013801200-1063-1405","2.51E+11",NA
"800",1365494,140000,4,25005613400,"25005613400-1221",-71.11854129,41.90169105,4302,25,1,8,2,3,2,1,NA,140000,1,NA,25,1,"25005613400-1221-2720","2.50E+11",NA
"801",1440249,84000,3,25005617102,"25005617102-946",-70.92618619,41.76585192,702,25,1,0,NA,NA,2,3,NA,84000,1,NA,25,1,"25005617102-946-1700","",NA
"802",859174,171800,1,25005646103,"25005646103-417",-71.05068567,41.58374718,3400,25,2,59,1,NA,0,1,1,171800,1,4700,25,1,"25005646103-417-417","",585182801
"803",1423580,26100,6,25013802300,"25013802300-2408",-72.5540614,42.09392442,4303,25,2,41,1,NA,0,1,6,0,1,NA,25,1,"25013802300-2408-6605","",NA
"804",149842,16200,7,25009206800,"25009206800-1460",-70.9425977,42.46836005,704,25,1,7,2,4,2,7,NA,16200,1,NA,25,9,"25009206800-1460-2819","2.51E+11",NA
"805",815391,90000,3,25017327102,"25017327102-912",-71.5973201,42.67627621,302,25,1,36,1,NA,0,1,1,90000,1,1550,25,1,"25017327102-912-1676","",932193493
"806",650967,48500,2,25009252603,"25009252603-341",-71.16768268,42.76777149,100,25,2,53,1,NA,1,1,1,2200,1,5700,25,1,"25009252603-341-392","",9004078
"807",1390258,52500,2,25009210200,"25009210200-784",-71.01775659,42.53947226,1600,25,2,61,1,NA,1,2,1,24500,2,3648,303,1,"25009210200-784-1192","",473058089
"808",1001471,46000,3,25009212100,"25009212100-1622",-71.02490722,42.60488092,100,25,1,57,1,NA,1,1,6,36000,1,4220,25,1,"25009212100-1622-2797","",NA
"809",701883,88800,2,25009252102,"25009252102-368",-71.21938254,42.70322199,4902,25,1,66,1,NA,0,1,1,84000,1,800,25,1,"25009252102-368-573","",576572259
"810",555412,74000,3,25009204101,"25009204101-1408",-70.89029402,42.50492182,1600,25,1,26,1,NA,2,1,6,0,1,NA,39,1,"25009204101-1408-2349","",NA
"811",1308130,66800,3,25023510502,"25023510502-2301",-71.05365,42.10172,3306,25,2,84,1,NA,0,1,6,10000,1,NA,25,1,"25023510502-2301-3687","",NA
"812",586689,80000,3,25017368800,"25017368800-1613",-71.21828,42.37535,506,25,1,42,1,NA,0,1,1,80000,2,7700,209,6,"25017368800-1613-2596","",450190434
"813",1073356,16600,2,25017342400,"25017342400-724",-71.05506095,42.41061548,3304,25,2,25,1,NA,0,5,1,16600,1,3600,25,2,"25017342400-724-822","",902117571
"814",312297,170000,6,25021412100,"25021412100-2143",-71.22279,42.21902,100,25,1,24,1,NA,15,1,1,18000,1,4040,12,2,"25021412100-2143-5569","",970218293
"815",115461,71000,4,25027703200,"25027703200-1412",-72.22683,42.59542,2800,25,1,9,3,6,3,1,NA,71000,1,NA,25,2,"25027703200-1412-2738","602843",NA
"816",900735,35500,1,25001011400,"25001011400-627",-70.14274982,41.75469918,1901,25,1,80,1,NA,0,1,6,35500,1,NA,25,1,"25001011400-627-627","",NA
"817",647276,300000,4,25027712102,"25027712102-1433",-71.69599,42.58947,3500,25,2,14,2,11,3,1,NA,300000,1,NA,34,1,"25027712102-1433-3326","2.51E+11",NA
"818",1337135,167500,1,25009204200,"25009204200-1037",-70.89282005,42.51733599,506,25,2,56,1,NA,0,1,1,167500,1,5940,25,1,"25009204200-1037-1047","",541925525
"819",103696,131900,3,25001011500,"25001011500-2368",-70.17490817,41.70119908,4000,25,2,41,1,NA,2,1,3,51600,1,120,25,1,"25001011500-2368-3897","",NA
"820",544251,65000,6,25019950200,"25019950200-3026",-70.10642,41.27183,301,25,1,44,1,NA,0,1,1,38000,2,6320,362,1,"25019950200-3026-7817","",839705746
"821",291431,20000,4,25003900100,"25003900100-2392",-73.25058627,42.45344063,701,25,2,32,1,NA,0,1,6,0,2,NA,333,2,"25003900100-2392-3543","",NA
"822",335195,48800,2,25027713100,"25027713100-620",-71.68406,42.44598,400,25,2,58,1,NA,0,1,1,38700,1,2010,25,1,"25027713100-620-808","",840573364
"823",1357316,16900,4,25009206400,"25009206400-1537",-70.93790979,42.47799897,4302,25,1,46,1,NA,13,1,3,0,2,9920,129,1,"25009206400-1537-3301","",NA
"824",645929,73500,4,25021441203,"25021441203-1141",-71.29971,42.06574,302,25,2,48,1,NA,10,1,6,0,2,NA,301,1,"25021441203-1141-2065","",NA
"825",128316,106000,4,25009254200,"25009254200-1712",-71.12658428,42.65946195,703,25,1,5,2,2,2,1,NA,106000,1,NA,25,1,"25009254200-1712-3157","2.51E+11",NA
"826",1009798,43300,5,25021404301,"25021404301-1521",-71.31896,42.31494,3400,25,2,5,2,2,2,3,NA,43300,1,NA,25,1,"25021404301-1521-3819","2.50E+11",NA
"827",16716,87000,4,25013800202,"25013800202-567",-72.52266178,42.14477768,703,25,2,45,1,NA,1,1,1,19000,1,2330,25,1,"25013800202-567-1142","",597977206
"828",62119,3360,2,25017310300,"25017310300-676",-71.30693638,42.6615903,4901,25,2,21,2,15,12,1,1,860,1,2540,33,1,"25017310300-676-683","",602557
"829",720471,64000,2,25021418004,"25021418004-1117",-71.00902,42.23354,2800,25,2,56,3,16,1,1,1,15000,1,2200,25,1,"25021418004-1117-1632","",853711737
"830",881575,174000,2,25017315500,"25017315500-1220",-71.20720402,42.57530112,1600,25,2,44,1,NA,1,1,1,94000,1,2310,25,1,"25017315500-1220-1709","",952086353
