age,gender,state,Prescribe_24_Hr_Metoprolol_Succinate_100_Mg_Extended_Release_Oral_Tablet,Prescribe_24_Hr_Metoprolol_Succinate_200_Mg_Extended_Release_Oral_Tablet,Prescribe_24_Hr_Metoprolol_Succinate_25_Mg_Extended_Release_Oral_Tablet,Prescribe_24_Hr_Metoprolol_Succinate_25_Mg_Extended_Release_Oral_Tablet_Toprol,Prescribe_24_Hr_Metoprolol_Succinate_50_Mg_Extended_Release_Oral_Tablet,Prescribe_24_Hr_Metoprolol_Succinate_50_Mg_Extended_Release_Oral_Tablet_Toprol,Prescribe_5_Ml_Metoprolol_Tartrate_1_Mg_Ml_Cartridge,Prescribe_5_Ml_Metoprolol_Tartrate_1_Mg_Ml_Injection,Prescribe_Metoprolol_Tartrate_100_Mg_Oral_Tablet,Prescribe_Metoprolol_Tartrate_25_Mg_Oral_Tablet,Prescribe_Metoprolol_Tartrate_50_Mg_Oral_Tablet,Prescribe_Metoprolol_Tartrate_50_Mg_Oral_Tablet_Lopressor
46-65,F,Kansas,0.096,0.049,0.23,0.0,0.246,0.0,0.0,0.0,0.0,0.189,0.19,0.0
46-65,F,Kentucky,0.125,0.008,0.277,0.0,0.16,0.0,0.0,0.0,0.05,0.149,0.232,0.0
46-65,F,Louisiana,0.125,0.008,0.277,0.0,0.16,0.0,0.0,0.0,0.05,0.149,0.232,0.0
46-65,F,Maine,0.155,0.043,0.153,0.0,0.28,0.0,0.0,0.0,0.081,0.194,0.094,0.0
46-65,F,Maryland,0.125,0.008,0.277,0.0,0.16,0.0,0.0,0.0,0.05,0.149,0.232,0.0
46-65,F,Massachusetts,0.155,0.043,0.153,0.0,0.28,0.0,0.0,0.0,0.081,0.194,0.094,0.0
46-65,F,Michigan,0.096,0.049,0.23,0.0,0.246,0.0,0.0,0.0,0.0,0.189,0.19,0.0
46-65,F,Minnesota,0.096,0.049,0.23,0.0,0.246,0.0,0.0,0.0,0.0,0.189,0.19,0.0
46-65,F,Mississippi,0.125,0.008,0.277,0.0,0.16,0.0,0.0,0.0,0.05,0.149,0.232,0.0
46-65,F,Missouri,0.096,0.049,0.23,0.0,0.246,0.0,0.0,0.0,0.0,0.189,0.19,0.0
46-65,F,Montana,0.171,0.034,0.042,0.0,0.205,0.0,0.0,0.0,0.148,0.177,0.222,0.0
46-65,F,Nebraska,0.096,0.049,0.23,0.0,0.246,0.0,0.0,0.0,0.0,0.189,0.19,0.0
46-65,F,Nevada,0.171,0.034,0.042,0.0,0.205,0.0,0.0,0.0,0.148,0.177,0.222,0.0
46-65,F,New Hampshire,0.155,0.043,0.153,0.0,0.28,0.0,0.0,0.0,0.081,0.194,0.094,0.0
46-65,F,New Jersey,0.155,0.043,0.153,0.0,0.28,0.0,0.0,0.0,0.081,0.194,0.094,0.0
46-65,F,New Mexico,0.171,0.034,0.042,0.0,0.205,0.0,0.0,0.0,0.148,0.177,0.222,0.0
46-65,F,New York,0.155,0.043,0.153,0.0,0.28,0.0,0.0,0.0,0.081,0.194,0.094,0.0
46-65,F,North Carolina,0.125,0.008,0.277,0.0,0.16,0.0,0.0,0.0,0.05,0.149,0.232,0.0
46-65,F,North Dakota,0.096,0.049,0.23,0.0,0.246,0.0,0.0,0.0,0.0,0.189,0.19,0.0
46-65,F,Ohio,0.096,0.049,0.23,0.0,0.246,0.0,0.0,0.0,0.0,0.189,0.19,0.0
46-65,F,Oklahoma,0.125,0.008,0.277,0.0,0.16,0.0,0.0,0.0,0.05,0.149,0.232,0.0
46-65,F,Oregon,0.171,0.034,0.042,0.0,0.205,0.0,0.0,0.0,0.148,0.177,0.222,0.0
46-65,F,Pennsylvania,0.155,0.043,0.153,0.0,0.28,0.0,0.0,0.0,0.081,0.194,0.094,0.0
46-65,F,Rhode Island,0.155,0.043,0.153,0.0,0.28,0.0,0.0,0.0,0.081,0.194,0.094,0.0
46-65,F,South Carolina,0.125,0.008,0.277,0.0,0.16,0.0,0.0,0.0,0.05,0.149,0.232,0.0
46-65,F,South Dakota,0.096,0.049,0.23,0.0,0.246,0.0,0.0,0.0,0.0,0.189,0.19,0.0
46-65,F,Tennessee,0.125,0.008,0.277,0.0,0.16,0.0,0.0,0.0,0.05,0.149,0.232,0.0
46-65,F,Texas,0.125,0.008,0.277,0.0,0.16,0.0,0.0,0.0,0.05,0.149,0.232,0.0
46-65,F,Utah,0.171,0.034,0.042,0.0,0.205,0.0,0.0,0.0,0.148,0.177,0.222,0.0
46-65,F,Vermont,0.155,0.043,0.153,0.0,0.28,0.0,0.0,0.0,0.081,0.194,0.094,0.0
46-65,F,Virginia,0.125,0.008,0.277,0.0,0.16,0.0,0.0,0.0,0.05,0.149,0.232,0.0
46-65,F,Washington,0.171,0.034,0.042,0.0,0.205,0.0,0.0,0.0,0.148,0.177,0.222,0.0
46-65,F,West Virginia,0.125,0.008,0.277,0.0,0.16,0.0,0.0,0.0,0.05,0.149,0.232,0.0
46-65,F,Wisconsin,0.096,0.049,0.23,0.0,0.246,0.0,0.0,0.0,0.0,0.189,0.19,0.0
46-65,F,Wyoming,0.171,0.034,0.042,0.0,0.205,0.0,0.0,0.0,0.148,0.177,0.222,0.0
46-65,M,Alabama,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,Alaska,0.234,0.067,0.117,0.0,0.112,0.0,0.0,0.0,0.039,0.22,0.212,0.0
46-65,M,Arizona,0.234,0.067,0.117,0.0,0.112,0.0,0.0,0.0,0.039,0.22,0.212,0.0
46-65,M,Arkansas,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,California,0.234,0.067,0.117,0.0,0.112,0.0,0.0,0.0,0.039,0.22,0.212,0.0
46-65,M,Colorado,0.234,0.067,0.117,0.0,0.112,0.0,0.0,0.0,0.039,0.22,0.212,0.0
46-65,M,Connecticut,0.151,0.013,0.288,0.0,0.268,0.011,0.0,0.0,0.009,0.226,0.033,0.0
46-65,M,Delaware,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,District of Columbia,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,Florida,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,Georgia,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,Hawaii,0.234,0.067,0.117,0.0,0.112,0.0,0.0,0.0,0.039,0.22,0.212,0.0
46-65,M,Idaho,0.234,0.067,0.117,0.0,0.112,0.0,0.0,0.0,0.039,0.22,0.212,0.0
46-65,M,Illinois,0.178,0.0,0.174,0.014,0.157,0.0,0.0,0.0,0.078,0.211,0.175,0.013
46-65,M,Indiana,0.178,0.0,0.174,0.014,0.157,0.0,0.0,0.0,0.078,0.211,0.175,0.013
46-65,M,Iowa,0.178,0.0,0.174,0.014,0.157,0.0,0.0,0.0,0.078,0.211,0.175,0.013
46-65,M,Kansas,0.178,0.0,0.174,0.014,0.157,0.0,0.0,0.0,0.078,0.211,0.175,0.013
46-65,M,Kentucky,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,Louisiana,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,Maine,0.151,0.013,0.288,0.0,0.268,0.011,0.0,0.0,0.009,0.226,0.033,0.0
46-65,M,Maryland,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,Massachusetts,0.151,0.013,0.288,0.0,0.268,0.011,0.0,0.0,0.009,0.226,0.033,0.0
46-65,M,Michigan,0.178,0.0,0.174,0.014,0.157,0.0,0.0,0.0,0.078,0.211,0.175,0.013
46-65,M,Minnesota,0.178,0.0,0.174,0.014,0.157,0.0,0.0,0.0,0.078,0.211,0.175,0.013
46-65,M,Mississippi,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,Missouri,0.178,0.0,0.174,0.014,0.157,0.0,0.0,0.0,0.078,0.211,0.175,0.013
46-65,M,Montana,0.234,0.067,0.117,0.0,0.112,0.0,0.0,0.0,0.039,0.22,0.212,0.0
46-65,M,Nebraska,0.178,0.0,0.174,0.014,0.157,0.0,0.0,0.0,0.078,0.211,0.175,0.013
46-65,M,Nevada,0.234,0.067,0.117,0.0,0.112,0.0,0.0,0.0,0.039,0.22,0.212,0.0
46-65,M,New Hampshire,0.151,0.013,0.288,0.0,0.268,0.011,0.0,0.0,0.009,0.226,0.033,0.0
46-65,M,New Jersey,0.151,0.013,0.288,0.0,0.268,0.011,0.0,0.0,0.009,0.226,0.033,0.0
46-65,M,New Mexico,0.234,0.067,0.117,0.0,0.112,0.0,0.0,0.0,0.039,0.22,0.212,0.0
46-65,M,New York,0.151,0.013,0.288,0.0,0.268,0.011,0.0,0.0,0.009,0.226,0.033,0.0
46-65,M,North Carolina,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,North Dakota,0.178,0.0,0.174,0.014,0.157,0.0,0.0,0.0,0.078,0.211,0.175,0.013
46-65,M,Ohio,0.178,0.0,0.174,0.014,0.157,0.0,0.0,0.0,0.078,0.211,0.175,0.013
46-65,M,Oklahoma,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,Oregon,0.234,0.067,0.117,0.0,0.112,0.0,0.0,0.0,0.039,0.22,0.212,0.0
46-65,M,Pennsylvania,0.151,0.013,0.288,0.0,0.268,0.011,0.0,0.0,0.009,0.226,0.033,0.0
46-65,M,Rhode Island,0.151,0.013,0.288,0.0,0.268,0.011,0.0,0.0,0.009,0.226,0.033,0.0
46-65,M,South Carolina,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,South Dakota,0.178,0.0,0.174,0.014,0.157,0.0,0.0,0.0,0.078,0.211,0.175,0.013
46-65,M,Tennessee,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,Texas,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,Utah,0.234,0.067,0.117,0.0,0.112,0.0,0.0,0.0,0.039,0.22,0.212,0.0
46-65,M,Vermont,0.151,0.013,0.288,0.0,0.268,0.011,0.0,0.0,0.009,0.226,0.033,0.0
46-65,M,Virginia,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,Washington,0.234,0.067,0.117,0.0,0.112,0.0,0.0,0.0,0.039,0.22,0.212,0.0
46-65,M,West Virginia,0.121,0.019,0.182,0.0,0.172,0.0,0.0,0.0,0.057,0.22,0.228,0.0
46-65,M,Wisconsin,0.178,0.0,0.174,0.014,0.157,0.0,0.0,0.0,0.078,0.211,0.175,0.013
46-65,M,Wyoming,0.234,0.067,0.117,0.0,0.112,0.0,0.0,0.0,0.039,0.22,0.212,0.0
65-103,F,Alabama,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,Alaska,0.071,0.0,0.13,0.019,0.145,0.012,0.0,0.0,0.037,0.408,0.178,0.0
65-103,F,Arizona,0.071,0.0,0.13,0.019,0.145,0.012,0.0,0.0,0.037,0.408,0.178,0.0
65-103,F,Arkansas,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,California,0.071,0.0,0.13,0.019,0.145,0.012,0.0,0.0,0.037,0.408,0.178,0.0
65-103,F,Colorado,0.071,0.0,0.13,0.019,0.145,0.012,0.0,0.0,0.037,0.408,0.178,0.0
65-103,F,Connecticut,0.223,0.019,0.232,0.0,0.175,0.006,0.0,0.0,0.019,0.208,0.118,0.0
65-103,F,Delaware,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,District of Columbia,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,Florida,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,Georgia,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,Hawaii,0.071,0.0,0.13,0.019,0.145,0.012,0.0,0.0,0.037,0.408,0.178,0.0
65-103,F,Idaho,0.071,0.0,0.13,0.019,0.145,0.012,0.0,0.0,0.037,0.408,0.178,0.0
65-103,F,Illinois,0.089,0.011,0.177,0.0,0.176,0.009,0.0,0.0,0.029,0.256,0.252,0.0
65-103,F,Indiana,0.089,0.011,0.177,0.0,0.176,0.009,0.0,0.0,0.029,0.256,0.252,0.0
65-103,F,Iowa,0.089,0.011,0.177,0.0,0.176,0.009,0.0,0.0,0.029,0.256,0.252,0.0
65-103,F,Kansas,0.089,0.011,0.177,0.0,0.176,0.009,0.0,0.0,0.029,0.256,0.252,0.0
65-103,F,Kentucky,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,Louisiana,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,Maine,0.223,0.019,0.232,0.0,0.175,0.006,0.0,0.0,0.019,0.208,0.118,0.0
65-103,F,Maryland,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,Massachusetts,0.223,0.019,0.232,0.0,0.175,0.006,0.0,0.0,0.019,0.208,0.118,0.0
65-103,F,Michigan,0.089,0.011,0.177,0.0,0.176,0.009,0.0,0.0,0.029,0.256,0.252,0.0
65-103,F,Minnesota,0.089,0.011,0.177,0.0,0.176,0.009,0.0,0.0,0.029,0.256,0.252,0.0
65-103,F,Mississippi,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,Missouri,0.089,0.011,0.177,0.0,0.176,0.009,0.0,0.0,0.029,0.256,0.252,0.0
65-103,F,Montana,0.071,0.0,0.13,0.019,0.145,0.012,0.0,0.0,0.037,0.408,0.178,0.0
65-103,F,Nebraska,0.089,0.011,0.177,0.0,0.176,0.009,0.0,0.0,0.029,0.256,0.252,0.0
65-103,F,Nevada,0.071,0.0,0.13,0.019,0.145,0.012,0.0,0.0,0.037,0.408,0.178,0.0
65-103,F,New Hampshire,0.223,0.019,0.232,0.0,0.175,0.006,0.0,0.0,0.019,0.208,0.118,0.0
65-103,F,New Jersey,0.223,0.019,0.232,0.0,0.175,0.006,0.0,0.0,0.019,0.208,0.118,0.0
65-103,F,New Mexico,0.071,0.0,0.13,0.019,0.145,0.012,0.0,0.0,0.037,0.408,0.178,0.0
65-103,F,New York,0.223,0.019,0.232,0.0,0.175,0.006,0.0,0.0,0.019,0.208,0.118,0.0
65-103,F,North Carolina,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,North Dakota,0.089,0.011,0.177,0.0,0.176,0.009,0.0,0.0,0.029,0.256,0.252,0.0
65-103,F,Ohio,0.089,0.011,0.177,0.0,0.176,0.009,0.0,0.0,0.029,0.256,0.252,0.0
65-103,F,Oklahoma,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,Oregon,0.071,0.0,0.13,0.019,0.145,0.012,0.0,0.0,0.037,0.408,0.178,0.0
65-103,F,Pennsylvania,0.223,0.019,0.232,0.0,0.175,0.006,0.0,0.0,0.019,0.208,0.118,0.0
65-103,F,Rhode Island,0.223,0.019,0.232,0.0,0.175,0.006,0.0,0.0,0.019,0.208,0.118,0.0
65-103,F,South Carolina,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,South Dakota,0.089,0.011,0.177,0.0,0.176,0.009,0.0,0.0,0.029,0.256,0.252,0.0
65-103,F,Tennessee,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,Texas,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,Utah,0.071,0.0,0.13,0.019,0.145,0.012,0.0,0.0,0.037,0.408,0.178,0.0
65-103,F,Vermont,0.223,0.019,0.232,0.0,0.175,0.006,0.0,0.0,0.019,0.208,0.118,0.0
65-103,F,Virginia,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,Washington,0.071,0.0,0.13,0.019,0.145,0.012,0.0,0.0,0.037,0.408,0.178,0.0
65-103,F,West Virginia,0.13,0.011,0.196,0.023,0.215,0.0,0.0,0.0,0.032,0.211,0.183,0.0
65-103,F,Wisconsin,0.089,0.011,0.177,0.0,0.176,0.009,0.0,0.0,0.029,0.256,0.252,0.0
65-103,F,Wyoming,0.071,0.0,0.13,0.019,0.145,0.012,0.0,0.0,0.037,0.408,0.178,0.0
65-103,M,Alabama,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,Alaska,0.107,0.016,0.117,0.005,0.153,0.0,0.0,0.0,0.104,0.277,0.221,0.0
65-103,M,Arizona,0.107,0.016,0.117,0.005,0.153,0.0,0.0,0.0,0.104,0.277,0.221,0.0
65-103,M,Arkansas,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,California,0.107,0.016,0.117,0.005,0.153,0.0,0.0,0.0,0.104,0.277,0.221,0.0
65-103,M,Colorado,0.107,0.016,0.117,0.005,0.153,0.0,0.0,0.0,0.104,0.277,0.221,0.0
65-103,M,Connecticut,0.148,0.008,0.137,0.012,0.202,0.006,0.0,0.0,0.047,0.293,0.138,0.008
65-103,M,Delaware,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,District of Columbia,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,Florida,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,Georgia,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,Hawaii,0.107,0.016,0.117,0.005,0.153,0.0,0.0,0.0,0.104,0.277,0.221,0.0
65-103,M,Idaho,0.107,0.016,0.117,0.005,0.153,0.0,0.0,0.0,0.104,0.277,0.221,0.0
65-103,M,Illinois,0.106,0.033,0.22,0.0,0.182,0.005,0.0,0.0,0.049,0.229,0.176,0.0
65-103,M,Indiana,0.106,0.033,0.22,0.0,0.182,0.005,0.0,0.0,0.049,0.229,0.176,0.0
65-103,M,Iowa,0.106,0.033,0.22,0.0,0.182,0.005,0.0,0.0,0.049,0.229,0.176,0.0
65-103,M,Kansas,0.106,0.033,0.22,0.0,0.182,0.005,0.0,0.0,0.049,0.229,0.176,0.0
65-103,M,Kentucky,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,Louisiana,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,Maine,0.148,0.008,0.137,0.012,0.202,0.006,0.0,0.0,0.047,0.293,0.138,0.008
65-103,M,Maryland,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,Massachusetts,0.148,0.008,0.137,0.012,0.202,0.006,0.0,0.0,0.047,0.293,0.138,0.008
65-103,M,Michigan,0.106,0.033,0.22,0.0,0.182,0.005,0.0,0.0,0.049,0.229,0.176,0.0
65-103,M,Minnesota,0.106,0.033,0.22,0.0,0.182,0.005,0.0,0.0,0.049,0.229,0.176,0.0
65-103,M,Mississippi,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,Missouri,0.106,0.033,0.22,0.0,0.182,0.005,0.0,0.0,0.049,0.229,0.176,0.0
65-103,M,Montana,0.107,0.016,0.117,0.005,0.153,0.0,0.0,0.0,0.104,0.277,0.221,0.0
65-103,M,Nebraska,0.106,0.033,0.22,0.0,0.182,0.005,0.0,0.0,0.049,0.229,0.176,0.0
65-103,M,Nevada,0.107,0.016,0.117,0.005,0.153,0.0,0.0,0.0,0.104,0.277,0.221,0.0
65-103,M,New Hampshire,0.148,0.008,0.137,0.012,0.202,0.006,0.0,0.0,0.047,0.293,0.138,0.008
65-103,M,New Jersey,0.148,0.008,0.137,0.012,0.202,0.006,0.0,0.0,0.047,0.293,0.138,0.008
65-103,M,New Mexico,0.107,0.016,0.117,0.005,0.153,0.0,0.0,0.0,0.104,0.277,0.221,0.0
65-103,M,New York,0.148,0.008,0.137,0.012,0.202,0.006,0.0,0.0,0.047,0.293,0.138,0.008
65-103,M,North Carolina,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,North Dakota,0.106,0.033,0.22,0.0,0.182,0.005,0.0,0.0,0.049,0.229,0.176,0.0
65-103,M,Ohio,0.106,0.033,0.22,0.0,0.182,0.005,0.0,0.0,0.049,0.229,0.176,0.0
65-103,M,Oklahoma,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,Oregon,0.107,0.016,0.117,0.005,0.153,0.0,0.0,0.0,0.104,0.277,0.221,0.0
65-103,M,Pennsylvania,0.148,0.008,0.137,0.012,0.202,0.006,0.0,0.0,0.047,0.293,0.138,0.008
65-103,M,Rhode Island,0.148,0.008,0.137,0.012,0.202,0.006,0.0,0.0,0.047,0.293,0.138,0.008
65-103,M,South Carolina,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,South Dakota,0.106,0.033,0.22,0.0,0.182,0.005,0.0,0.0,0.049,0.229,0.176,0.0
65-103,M,Tennessee,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,Texas,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,Utah,0.107,0.016,0.117,0.005,0.153,0.0,0.0,0.0,0.104,0.277,0.221,0.0
65-103,M,Vermont,0.148,0.008,0.137,0.012,0.202,0.006,0.0,0.0,0.047,0.293,0.138,0.008
65-103,M,Virginia,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,Washington,0.107,0.016,0.117,0.005,0.153,0.0,0.0,0.0,0.104,0.277,0.221,0.0
65-103,M,West Virginia,0.038,0.012,0.237,0.005,0.192,0.005,0.0,0.0,0.03,0.249,0.231,0.0
65-103,M,Wisconsin,0.106,0.033,0.22,0.0,0.182,0.005,0.0,0.0,0.049,0.229,0.176,0.0
65-103,M,Wyoming,0.107,0.016,0.117,0.005,0.153,0.0,0.0,0.0,0.104,0.277,0.221,0.0
