age,gender,state,Prescribe_Lisinopril_10_Mg_Oral_Tablet,Prescribe_Lisinopril_1_Mg_Ml_Oral_Solution_Qbrelis,Prescribe_Lisinopril_20_Mg_Oral_Tablet,Prescribe_Lisinopril_2_5_Mg_Oral_Tablet,Prescribe_Lisinopril_30_Mg_Oral_Tablet,Prescribe_Lisinopril_40_Mg_Oral_Tablet,Prescribe_Lisinopril_5_Mg_Oral_Tablet
36-45,M,Ohio,0.442,0.0,0.208,0.0,0.0,0.182,0.167
36-45,M,Oklahoma,0.468,0.0,0.174,0.028,0.022,0.172,0.136
36-45,M,Oregon,0.243,0.0,0.393,0.05,0.043,0.108,0.163
36-45,M,Pennsylvania,0.446,0.0,0.193,0.132,0.0,0.12,0.109
36-45,M,Rhode Island,0.446,0.0,0.193,0.132,0.0,0.12,0.109
36-45,M,South Carolina,0.468,0.0,0.174,0.028,0.022,0.172,0.136
36-45,M,South Dakota,0.442,0.0,0.208,0.0,0.0,0.182,0.167
36-45,M,Tennessee,0.468,0.0,0.174,0.028,0.022,0.172,0.136
36-45,M,Texas,0.468,0.0,0.174,0.028,0.022,0.172,0.136
36-45,M,Utah,0.243,0.0,0.393,0.05,0.043,0.108,0.163
36-45,M,Vermont,0.446,0.0,0.193,0.132,0.0,0.12,0.109
36-45,M,Virginia,0.468,0.0,0.174,0.028,0.022,0.172,0.136
36-45,M,Washington,0.243,0.0,0.393,0.05,0.043,0.108,0.163
36-45,M,West Virginia,0.468,0.0,0.174,0.028,0.022,0.172,0.136
36-45,M,Wisconsin,0.442,0.0,0.208,0.0,0.0,0.182,0.167
36-45,M,Wyoming,0.243,0.0,0.393,0.05,0.043,0.108,0.163
4-7,M,Connecticut,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Maine,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Massachusetts,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4-7,M,New Hampshire,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4-7,M,New Jersey,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4-7,M,New York,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Pennsylvania,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Rhode Island,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4-7,M,Vermont,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46-65,F,Alabama,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,Alaska,0.231,0.0,0.376,0.002,0.009,0.27,0.111
46-65,F,Arizona,0.231,0.0,0.376,0.002,0.009,0.27,0.111
46-65,F,Arkansas,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,California,0.231,0.0,0.376,0.002,0.009,0.27,0.111
46-65,F,Colorado,0.231,0.0,0.376,0.002,0.009,0.27,0.111
46-65,F,Connecticut,0.292,0.0,0.254,0.094,0.032,0.132,0.195
46-65,F,Delaware,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,District of Columbia,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,Florida,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,Georgia,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,Hawaii,0.231,0.0,0.376,0.002,0.009,0.27,0.111
46-65,F,Idaho,0.231,0.0,0.376,0.002,0.009,0.27,0.111
46-65,F,Illinois,0.307,0.0,0.328,0.052,0.016,0.118,0.18
46-65,F,Indiana,0.307,0.0,0.328,0.052,0.016,0.118,0.18
46-65,F,Iowa,0.307,0.0,0.328,0.052,0.016,0.118,0.18
46-65,F,Kansas,0.307,0.0,0.328,0.052,0.016,0.118,0.18
46-65,F,Kentucky,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,Louisiana,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,Maine,0.292,0.0,0.254,0.094,0.032,0.132,0.195
46-65,F,Maryland,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,Massachusetts,0.292,0.0,0.254,0.094,0.032,0.132,0.195
46-65,F,Michigan,0.307,0.0,0.328,0.052,0.016,0.118,0.18
46-65,F,Minnesota,0.307,0.0,0.328,0.052,0.016,0.118,0.18
46-65,F,Mississippi,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,Missouri,0.307,0.0,0.328,0.052,0.016,0.118,0.18
46-65,F,Montana,0.231,0.0,0.376,0.002,0.009,0.27,0.111
46-65,F,Nebraska,0.307,0.0,0.328,0.052,0.016,0.118,0.18
46-65,F,Nevada,0.231,0.0,0.376,0.002,0.009,0.27,0.111
46-65,F,New Hampshire,0.292,0.0,0.254,0.094,0.032,0.132,0.195
46-65,F,New Jersey,0.292,0.0,0.254,0.094,0.032,0.132,0.195
46-65,F,New Mexico,0.231,0.0,0.376,0.002,0.009,0.27,0.111
46-65,F,New York,0.292,0.0,0.254,0.094,0.032,0.132,0.195
46-65,F,North Carolina,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,North Dakota,0.307,0.0,0.328,0.052,0.016,0.118,0.18
46-65,F,Ohio,0.307,0.0,0.328,0.052,0.016,0.118,0.18
46-65,F,Oklahoma,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,Oregon,0.231,0.0,0.376,0.002,0.009,0.27,0.111
46-65,F,Pennsylvania,0.292,0.0,0.254,0.094,0.032,0.132,0.195
46-65,F,Rhode Island,0.292,0.0,0.254,0.094,0.032,0.132,0.195
46-65,F,South Carolina,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,South Dakota,0.307,0.0,0.328,0.052,0.016,0.118,0.18
46-65,F,Tennessee,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,Texas,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,Utah,0.231,0.0,0.376,0.002,0.009,0.27,0.111
46-65,F,Vermont,0.292,0.0,0.254,0.094,0.032,0.132,0.195
46-65,F,Virginia,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,Washington,0.231,0.0,0.376,0.002,0.009,0.27,0.111
46-65,F,West Virginia,0.367,0.0,0.264,0.066,0.0,0.136,0.166
46-65,F,Wisconsin,0.307,0.0,0.328,0.052,0.016,0.118,0.18
46-65,F,Wyoming,0.231,0.0,0.376,0.002,0.009,0.27,0.111
46-65,M,Alabama,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,Alaska,0.289,0.0,0.352,0.098,0.028,0.151,0.082
46-65,M,Arizona,0.289,0.0,0.352,0.098,0.028,0.151,0.082
46-65,M,Arkansas,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,California,0.289,0.0,0.352,0.098,0.028,0.151,0.082
46-65,M,Colorado,0.289,0.0,0.352,0.098,0.028,0.151,0.082
46-65,M,Connecticut,0.289,0.0,0.238,0.036,0.011,0.136,0.289
46-65,M,Delaware,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,District of Columbia,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,Florida,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,Georgia,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,Hawaii,0.289,0.0,0.352,0.098,0.028,0.151,0.082
46-65,M,Idaho,0.289,0.0,0.352,0.098,0.028,0.151,0.082
46-65,M,Illinois,0.401,0.0,0.219,0.04,0.014,0.165,0.16
46-65,M,Indiana,0.401,0.0,0.219,0.04,0.014,0.165,0.16
46-65,M,Iowa,0.401,0.0,0.219,0.04,0.014,0.165,0.16
46-65,M,Kansas,0.401,0.0,0.219,0.04,0.014,0.165,0.16
46-65,M,Kentucky,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,Louisiana,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,Maine,0.289,0.0,0.238,0.036,0.011,0.136,0.289
46-65,M,Maryland,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,Massachusetts,0.289,0.0,0.238,0.036,0.011,0.136,0.289
46-65,M,Michigan,0.401,0.0,0.219,0.04,0.014,0.165,0.16
46-65,M,Minnesota,0.401,0.0,0.219,0.04,0.014,0.165,0.16
46-65,M,Mississippi,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,Missouri,0.401,0.0,0.219,0.04,0.014,0.165,0.16
46-65,M,Montana,0.289,0.0,0.352,0.098,0.028,0.151,0.082
46-65,M,Nebraska,0.401,0.0,0.219,0.04,0.014,0.165,0.16
46-65,M,Nevada,0.289,0.0,0.352,0.098,0.028,0.151,0.082
46-65,M,New Hampshire,0.289,0.0,0.238,0.036,0.011,0.136,0.289
46-65,M,New Jersey,0.289,0.0,0.238,0.036,0.011,0.136,0.289
46-65,M,New Mexico,0.289,0.0,0.352,0.098,0.028,0.151,0.082
46-65,M,New York,0.289,0.0,0.238,0.036,0.011,0.136,0.289
46-65,M,North Carolina,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,North Dakota,0.401,0.0,0.219,0.04,0.014,0.165,0.16
46-65,M,Ohio,0.401,0.0,0.219,0.04,0.014,0.165,0.16
46-65,M,Oklahoma,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,Oregon,0.289,0.0,0.352,0.098,0.028,0.151,0.082
46-65,M,Pennsylvania,0.289,0.0,0.238,0.036,0.011,0.136,0.289
46-65,M,Rhode Island,0.289,0.0,0.238,0.036,0.011,0.136,0.289
46-65,M,South Carolina,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,South Dakota,0.401,0.0,0.219,0.04,0.014,0.165,0.16
46-65,M,Tennessee,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,Texas,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,Utah,0.289,0.0,0.352,0.098,0.028,0.151,0.082
46-65,M,Vermont,0.289,0.0,0.238,0.036,0.011,0.136,0.289
46-65,M,Virginia,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,Washington,0.289,0.0,0.352,0.098,0.028,0.151,0.082
46-65,M,West Virginia,0.379,0.0,0.273,0.041,0.013,0.163,0.131
46-65,M,Wisconsin,0.401,0.0,0.219,0.04,0.014,0.165,0.16
46-65,M,Wyoming,0.289,0.0,0.352,0.098,0.028,0.151,0.082
65-103,F,Alabama,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,Alaska,0.24,0.0,0.387,0.037,0.014,0.205,0.117
65-103,F,Arizona,0.24,0.0,0.387,0.037,0.014,0.205,0.117
65-103,F,Arkansas,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,California,0.24,0.0,0.387,0.037,0.014,0.205,0.117
65-103,F,Colorado,0.24,0.0,0.387,0.037,0.014,0.205,0.117
65-103,F,Connecticut,0.308,0.0,0.228,0.098,0.029,0.082,0.254
65-103,F,Delaware,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,District of Columbia,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,Florida,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,Georgia,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,Hawaii,0.24,0.0,0.387,0.037,0.014,0.205,0.117
65-103,F,Idaho,0.24,0.0,0.387,0.037,0.014,0.205,0.117
65-103,F,Illinois,0.289,0.0,0.287,0.079,0.048,0.148,0.149
65-103,F,Indiana,0.289,0.0,0.287,0.079,0.048,0.148,0.149
65-103,F,Iowa,0.289,0.0,0.287,0.079,0.048,0.148,0.149
65-103,F,Kansas,0.289,0.0,0.287,0.079,0.048,0.148,0.149
65-103,F,Kentucky,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,Louisiana,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,Maine,0.308,0.0,0.228,0.098,0.029,0.082,0.254
65-103,F,Maryland,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,Massachusetts,0.308,0.0,0.228,0.098,0.029,0.082,0.254
65-103,F,Michigan,0.289,0.0,0.287,0.079,0.048,0.148,0.149
65-103,F,Minnesota,0.289,0.0,0.287,0.079,0.048,0.148,0.149
65-103,F,Mississippi,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,Missouri,0.289,0.0,0.287,0.079,0.048,0.148,0.149
65-103,F,Montana,0.24,0.0,0.387,0.037,0.014,0.205,0.117
65-103,F,Nebraska,0.289,0.0,0.287,0.079,0.048,0.148,0.149
65-103,F,Nevada,0.24,0.0,0.387,0.037,0.014,0.205,0.117
65-103,F,New Hampshire,0.308,0.0,0.228,0.098,0.029,0.082,0.254
65-103,F,New Jersey,0.308,0.0,0.228,0.098,0.029,0.082,0.254
65-103,F,New Mexico,0.24,0.0,0.387,0.037,0.014,0.205,0.117
65-103,F,New York,0.308,0.0,0.228,0.098,0.029,0.082,0.254
65-103,F,North Carolina,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,North Dakota,0.289,0.0,0.287,0.079,0.048,0.148,0.149
65-103,F,Ohio,0.289,0.0,0.287,0.079,0.048,0.148,0.149
65-103,F,Oklahoma,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,Oregon,0.24,0.0,0.387,0.037,0.014,0.205,0.117
65-103,F,Pennsylvania,0.308,0.0,0.228,0.098,0.029,0.082,0.254
65-103,F,Rhode Island,0.308,0.0,0.228,0.098,0.029,0.082,0.254
65-103,F,South Carolina,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,South Dakota,0.289,0.0,0.287,0.079,0.048,0.148,0.149
65-103,F,Tennessee,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,Texas,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,Utah,0.24,0.0,0.387,0.037,0.014,0.205,0.117
65-103,F,Vermont,0.308,0.0,0.228,0.098,0.029,0.082,0.254
65-103,F,Virginia,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,Washington,0.24,0.0,0.387,0.037,0.014,0.205,0.117
65-103,F,West Virginia,0.251,0.0,0.287,0.084,0.006,0.224,0.147
65-103,F,Wisconsin,0.289,0.0,0.287,0.079,0.048,0.148,0.149
65-103,F,Wyoming,0.24,0.0,0.387,0.037,0.014,0.205,0.117
65-103,M,Alabama,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,Alaska,0.175,0.0,0.25,0.114,0.012,0.297,0.152
65-103,M,Arizona,0.175,0.0,0.25,0.114,0.012,0.297,0.152
65-103,M,Arkansas,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,California,0.175,0.0,0.25,0.114,0.012,0.297,0.152
65-103,M,Colorado,0.175,0.0,0.25,0.114,0.012,0.297,0.152
65-103,M,Connecticut,0.269,0.0,0.202,0.146,0.001,0.279,0.102
65-103,M,Delaware,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,District of Columbia,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,Florida,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,Georgia,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,Hawaii,0.175,0.0,0.25,0.114,0.012,0.297,0.152
65-103,M,Idaho,0.175,0.0,0.25,0.114,0.012,0.297,0.152
65-103,M,Illinois,0.195,0.0,0.305,0.126,0.034,0.211,0.131
65-103,M,Indiana,0.195,0.0,0.305,0.126,0.034,0.211,0.131
65-103,M,Iowa,0.195,0.0,0.305,0.126,0.034,0.211,0.131
65-103,M,Kansas,0.195,0.0,0.305,0.126,0.034,0.211,0.131
65-103,M,Kentucky,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,Louisiana,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,Maine,0.269,0.0,0.202,0.146,0.001,0.279,0.102
65-103,M,Maryland,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,Massachusetts,0.269,0.0,0.202,0.146,0.001,0.279,0.102
65-103,M,Michigan,0.195,0.0,0.305,0.126,0.034,0.211,0.131
65-103,M,Minnesota,0.195,0.0,0.305,0.126,0.034,0.211,0.131
65-103,M,Mississippi,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,Missouri,0.195,0.0,0.305,0.126,0.034,0.211,0.131
65-103,M,Montana,0.175,0.0,0.25,0.114,0.012,0.297,0.152
65-103,M,Nebraska,0.195,0.0,0.305,0.126,0.034,0.211,0.131
65-103,M,Nevada,0.175,0.0,0.25,0.114,0.012,0.297,0.152
65-103,M,New Hampshire,0.269,0.0,0.202,0.146,0.001,0.279,0.102
65-103,M,New Jersey,0.269,0.0,0.202,0.146,0.001,0.279,0.102
65-103,M,New Mexico,0.175,0.0,0.25,0.114,0.012,0.297,0.152
65-103,M,New York,0.269,0.0,0.202,0.146,0.001,0.279,0.102
65-103,M,North Carolina,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,North Dakota,0.195,0.0,0.305,0.126,0.034,0.211,0.131
65-103,M,Ohio,0.195,0.0,0.305,0.126,0.034,0.211,0.131
65-103,M,Oklahoma,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,Oregon,0.175,0.0,0.25,0.114,0.012,0.297,0.152
65-103,M,Pennsylvania,0.269,0.0,0.202,0.146,0.001,0.279,0.102
65-103,M,Rhode Island,0.269,0.0,0.202,0.146,0.001,0.279,0.102
65-103,M,South Carolina,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,South Dakota,0.195,0.0,0.305,0.126,0.034,0.211,0.131
65-103,M,Tennessee,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,Texas,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,Utah,0.175,0.0,0.25,0.114,0.012,0.297,0.152
65-103,M,Vermont,0.269,0.0,0.202,0.146,0.001,0.279,0.102
65-103,M,Virginia,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,Washington,0.175,0.0,0.25,0.114,0.012,0.297,0.152
65-103,M,West Virginia,0.241,0.0,0.241,0.059,0.006,0.281,0.172
65-103,M,Wisconsin,0.195,0.0,0.305,0.126,0.034,0.211,0.131
65-103,M,Wyoming,0.175,0.0,0.25,0.114,0.012,0.297,0.152
