age,gender,state,Prescribe_Atenolol,Prescribe_Bisoprolol,Prescribe_Bisoprolol_Hydrochlorothiazide,Prescribe_Carvedilol,Prescribe_Labetalol,Prescribe_Metoprolol,Prescribe_Nebivolol,Prescribe_Propranolol
36-45,M,Mississippi,0.128,0.0,0.0,0.107,0.045,0.653,0.067,0.0
36-45,M,Missouri,0.0,0.0,0.252,0.0,0.0,0.439,0.0,0.308
36-45,M,Montana,0.246,0.0,0.0,0.087,0.0,0.575,0.0,0.093
36-45,M,Nebraska,0.0,0.0,0.252,0.0,0.0,0.439,0.0,0.308
36-45,M,Nevada,0.246,0.0,0.0,0.087,0.0,0.575,0.0,0.093
36-45,M,New Hampshire,0.059,0.145,0.0,0.0,0.0,0.771,0.0,0.025
36-45,M,New Jersey,0.059,0.145,0.0,0.0,0.0,0.771,0.0,0.025
36-45,M,New Mexico,0.246,0.0,0.0,0.087,0.0,0.575,0.0,0.093
36-45,M,New York,0.059,0.145,0.0,0.0,0.0,0.771,0.0,0.025
36-45,M,North Carolina,0.128,0.0,0.0,0.107,0.045,0.653,0.067,0.0
36-45,M,North Dakota,0.0,0.0,0.252,0.0,0.0,0.439,0.0,0.308
36-45,M,Ohio,0.0,0.0,0.252,0.0,0.0,0.439,0.0,0.308
36-45,M,Oklahoma,0.128,0.0,0.0,0.107,0.045,0.653,0.067,0.0
36-45,M,Oregon,0.246,0.0,0.0,0.087,0.0,0.575,0.0,0.093
36-45,M,Pennsylvania,0.059,0.145,0.0,0.0,0.0,0.771,0.0,0.025
36-45,M,Rhode Island,0.059,0.145,0.0,0.0,0.0,0.771,0.0,0.025
36-45,M,South Carolina,0.128,0.0,0.0,0.107,0.045,0.653,0.067,0.0
36-45,M,South Dakota,0.0,0.0,0.252,0.0,0.0,0.439,0.0,0.308
36-45,M,Tennessee,0.128,0.0,0.0,0.107,0.045,0.653,0.067,0.0
36-45,M,Texas,0.128,0.0,0.0,0.107,0.045,0.653,0.067,0.0
36-45,M,Utah,0.246,0.0,0.0,0.087,0.0,0.575,0.0,0.093
36-45,M,Vermont,0.059,0.145,0.0,0.0,0.0,0.771,0.0,0.025
36-45,M,Virginia,0.128,0.0,0.0,0.107,0.045,0.653,0.067,0.0
36-45,M,Washington,0.246,0.0,0.0,0.087,0.0,0.575,0.0,0.093
36-45,M,West Virginia,0.128,0.0,0.0,0.107,0.045,0.653,0.067,0.0
36-45,M,Wisconsin,0.0,0.0,0.252,0.0,0.0,0.439,0.0,0.308
36-45,M,Wyoming,0.246,0.0,0.0,0.087,0.0,0.575,0.0,0.093
46-65,F,Alabama,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,Alaska,0.089,0.037,0.021,0.101,0.0,0.479,0.058,0.216
46-65,F,Arizona,0.089,0.037,0.021,0.101,0.0,0.479,0.058,0.216
46-65,F,Arkansas,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,California,0.089,0.037,0.021,0.101,0.0,0.479,0.058,0.216
46-65,F,Colorado,0.089,0.037,0.021,0.101,0.0,0.479,0.058,0.216
46-65,F,Connecticut,0.299,0.037,0.031,0.104,0.015,0.461,0.027,0.027
46-65,F,Delaware,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,District of Columbia,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,Florida,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,Georgia,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,Hawaii,0.089,0.037,0.021,0.101,0.0,0.479,0.058,0.216
46-65,F,Idaho,0.089,0.037,0.021,0.101,0.0,0.479,0.058,0.216
46-65,F,Illinois,0.147,0.034,0.023,0.116,0.007,0.56,0.025,0.088
46-65,F,Indiana,0.147,0.034,0.023,0.116,0.007,0.56,0.025,0.088
46-65,F,Iowa,0.147,0.034,0.023,0.116,0.007,0.56,0.025,0.088
46-65,F,Kansas,0.147,0.034,0.023,0.116,0.007,0.56,0.025,0.088
46-65,F,Kentucky,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,Louisiana,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,Maine,0.299,0.037,0.031,0.104,0.015,0.461,0.027,0.027
46-65,F,Maryland,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,Massachusetts,0.299,0.037,0.031,0.104,0.015,0.461,0.027,0.027
46-65,F,Michigan,0.147,0.034,0.023,0.116,0.007,0.56,0.025,0.088
46-65,F,Minnesota,0.147,0.034,0.023,0.116,0.007,0.56,0.025,0.088
46-65,F,Mississippi,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,Missouri,0.147,0.034,0.023,0.116,0.007,0.56,0.025,0.088
46-65,F,Montana,0.089,0.037,0.021,0.101,0.0,0.479,0.058,0.216
46-65,F,Nebraska,0.147,0.034,0.023,0.116,0.007,0.56,0.025,0.088
46-65,F,Nevada,0.089,0.037,0.021,0.101,0.0,0.479,0.058,0.216
46-65,F,New Hampshire,0.299,0.037,0.031,0.104,0.015,0.461,0.027,0.027
46-65,F,New Jersey,0.299,0.037,0.031,0.104,0.015,0.461,0.027,0.027
46-65,F,New Mexico,0.089,0.037,0.021,0.101,0.0,0.479,0.058,0.216
46-65,F,New York,0.299,0.037,0.031,0.104,0.015,0.461,0.027,0.027
46-65,F,North Carolina,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,North Dakota,0.147,0.034,0.023,0.116,0.007,0.56,0.025,0.088
46-65,F,Ohio,0.147,0.034,0.023,0.116,0.007,0.56,0.025,0.088
46-65,F,Oklahoma,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,Oregon,0.089,0.037,0.021,0.101,0.0,0.479,0.058,0.216
46-65,F,Pennsylvania,0.299,0.037,0.031,0.104,0.015,0.461,0.027,0.027
46-65,F,Rhode Island,0.299,0.037,0.031,0.104,0.015,0.461,0.027,0.027
46-65,F,South Carolina,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,South Dakota,0.147,0.034,0.023,0.116,0.007,0.56,0.025,0.088
46-65,F,Tennessee,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,Texas,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,Utah,0.089,0.037,0.021,0.101,0.0,0.479,0.058,0.216
46-65,F,Vermont,0.299,0.037,0.031,0.104,0.015,0.461,0.027,0.027
46-65,F,Virginia,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,Washington,0.089,0.037,0.021,0.101,0.0,0.479,0.058,0.216
46-65,F,West Virginia,0.138,0.017,0.026,0.219,0.01,0.461,0.03,0.099
46-65,F,Wisconsin,0.147,0.034,0.023,0.116,0.007,0.56,0.025,0.088
46-65,F,Wyoming,0.089,0.037,0.021,0.101,0.0,0.479,0.058,0.216
46-65,M,Alabama,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,Alaska,0.166,0.0,0.0,0.163,0.021,0.604,0.007,0.039
46-65,M,Arizona,0.166,0.0,0.0,0.163,0.021,0.604,0.007,0.039
46-65,M,Arkansas,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,California,0.166,0.0,0.0,0.163,0.021,0.604,0.007,0.039
46-65,M,Colorado,0.166,0.0,0.0,0.163,0.021,0.604,0.007,0.039
46-65,M,Connecticut,0.075,0.006,0.027,0.104,0.05,0.688,0.019,0.032
46-65,M,Delaware,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,District of Columbia,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,Florida,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,Georgia,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,Hawaii,0.166,0.0,0.0,0.163,0.021,0.604,0.007,0.039
46-65,M,Idaho,0.166,0.0,0.0,0.163,0.021,0.604,0.007,0.039
46-65,M,Illinois,0.174,0.008,0.0,0.104,0.016,0.656,0.017,0.024
46-65,M,Indiana,0.174,0.008,0.0,0.104,0.016,0.656,0.017,0.024
46-65,M,Iowa,0.174,0.008,0.0,0.104,0.016,0.656,0.017,0.024
46-65,M,Kansas,0.174,0.008,0.0,0.104,0.016,0.656,0.017,0.024
46-65,M,Kentucky,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,Louisiana,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,Maine,0.075,0.006,0.027,0.104,0.05,0.688,0.019,0.032
46-65,M,Maryland,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,Massachusetts,0.075,0.006,0.027,0.104,0.05,0.688,0.019,0.032
46-65,M,Michigan,0.174,0.008,0.0,0.104,0.016,0.656,0.017,0.024
46-65,M,Minnesota,0.174,0.008,0.0,0.104,0.016,0.656,0.017,0.024
46-65,M,Mississippi,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,Missouri,0.174,0.008,0.0,0.104,0.016,0.656,0.017,0.024
46-65,M,Montana,0.166,0.0,0.0,0.163,0.021,0.604,0.007,0.039
46-65,M,Nebraska,0.174,0.008,0.0,0.104,0.016,0.656,0.017,0.024
46-65,M,Nevada,0.166,0.0,0.0,0.163,0.021,0.604,0.007,0.039
46-65,M,New Hampshire,0.075,0.006,0.027,0.104,0.05,0.688,0.019,0.032
46-65,M,New Jersey,0.075,0.006,0.027,0.104,0.05,0.688,0.019,0.032
46-65,M,New Mexico,0.166,0.0,0.0,0.163,0.021,0.604,0.007,0.039
46-65,M,New York,0.075,0.006,0.027,0.104,0.05,0.688,0.019,0.032
46-65,M,North Carolina,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,North Dakota,0.174,0.008,0.0,0.104,0.016,0.656,0.017,0.024
46-65,M,Ohio,0.174,0.008,0.0,0.104,0.016,0.656,0.017,0.024
46-65,M,Oklahoma,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,Oregon,0.166,0.0,0.0,0.163,0.021,0.604,0.007,0.039
46-65,M,Pennsylvania,0.075,0.006,0.027,0.104,0.05,0.688,0.019,0.032
46-65,M,Rhode Island,0.075,0.006,0.027,0.104,0.05,0.688,0.019,0.032
46-65,M,South Carolina,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,South Dakota,0.174,0.008,0.0,0.104,0.016,0.656,0.017,0.024
46-65,M,Tennessee,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,Texas,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,Utah,0.166,0.0,0.0,0.163,0.021,0.604,0.007,0.039
46-65,M,Vermont,0.075,0.006,0.027,0.104,0.05,0.688,0.019,0.032
46-65,M,Virginia,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,Washington,0.166,0.0,0.0,0.163,0.021,0.604,0.007,0.039
46-65,M,West Virginia,0.137,0.023,0.013,0.229,0.026,0.41,0.078,0.084
46-65,M,Wisconsin,0.174,0.008,0.0,0.104,0.016,0.656,0.017,0.024
46-65,M,Wyoming,0.166,0.0,0.0,0.163,0.021,0.604,0.007,0.039
65-103,F,Alabama,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,Alaska,0.285,0.024,0.009,0.145,0.008,0.44,0.022,0.067
65-103,F,Arizona,0.285,0.024,0.009,0.145,0.008,0.44,0.022,0.067
65-103,F,Arkansas,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,California,0.285,0.024,0.009,0.145,0.008,0.44,0.022,0.067
65-103,F,Colorado,0.285,0.024,0.009,0.145,0.008,0.44,0.022,0.067
65-103,F,Connecticut,0.14,0.005,0.013,0.08,0.028,0.7,0.008,0.026
65-103,F,Delaware,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,District of Columbia,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,Florida,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,Georgia,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,Hawaii,0.285,0.024,0.009,0.145,0.008,0.44,0.022,0.067
65-103,F,Idaho,0.285,0.024,0.009,0.145,0.008,0.44,0.022,0.067
65-103,F,Illinois,0.232,0.011,0.01,0.174,0.009,0.516,0.0,0.049
65-103,F,Indiana,0.232,0.011,0.01,0.174,0.009,0.516,0.0,0.049
65-103,F,Iowa,0.232,0.011,0.01,0.174,0.009,0.516,0.0,0.049
65-103,F,Kansas,0.232,0.011,0.01,0.174,0.009,0.516,0.0,0.049
65-103,F,Kentucky,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,Louisiana,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,Maine,0.14,0.005,0.013,0.08,0.028,0.7,0.008,0.026
65-103,F,Maryland,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,Massachusetts,0.14,0.005,0.013,0.08,0.028,0.7,0.008,0.026
65-103,F,Michigan,0.232,0.011,0.01,0.174,0.009,0.516,0.0,0.049
65-103,F,Minnesota,0.232,0.011,0.01,0.174,0.009,0.516,0.0,0.049
65-103,F,Mississippi,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,Missouri,0.232,0.011,0.01,0.174,0.009,0.516,0.0,0.049
65-103,F,Montana,0.285,0.024,0.009,0.145,0.008,0.44,0.022,0.067
65-103,F,Nebraska,0.232,0.011,0.01,0.174,0.009,0.516,0.0,0.049
65-103,F,Nevada,0.285,0.024,0.009,0.145,0.008,0.44,0.022,0.067
65-103,F,New Hampshire,0.14,0.005,0.013,0.08,0.028,0.7,0.008,0.026
65-103,F,New Jersey,0.14,0.005,0.013,0.08,0.028,0.7,0.008,0.026
65-103,F,New Mexico,0.285,0.024,0.009,0.145,0.008,0.44,0.022,0.067
65-103,F,New York,0.14,0.005,0.013,0.08,0.028,0.7,0.008,0.026
65-103,F,North Carolina,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,North Dakota,0.232,0.011,0.01,0.174,0.009,0.516,0.0,0.049
65-103,F,Ohio,0.232,0.011,0.01,0.174,0.009,0.516,0.0,0.049
65-103,F,Oklahoma,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,Oregon,0.285,0.024,0.009,0.145,0.008,0.44,0.022,0.067
65-103,F,Pennsylvania,0.14,0.005,0.013,0.08,0.028,0.7,0.008,0.026
65-103,F,Rhode Island,0.14,0.005,0.013,0.08,0.028,0.7,0.008,0.026
65-103,F,South Carolina,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,South Dakota,0.232,0.011,0.01,0.174,0.009,0.516,0.0,0.049
65-103,F,Tennessee,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,Texas,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,Utah,0.285,0.024,0.009,0.145,0.008,0.44,0.022,0.067
65-103,F,Vermont,0.14,0.005,0.013,0.08,0.028,0.7,0.008,0.026
65-103,F,Virginia,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,Washington,0.285,0.024,0.009,0.145,0.008,0.44,0.022,0.067
65-103,F,West Virginia,0.164,0.013,0.016,0.215,0.019,0.511,0.014,0.05
65-103,F,Wisconsin,0.232,0.011,0.01,0.174,0.009,0.516,0.0,0.049
65-103,F,Wyoming,0.285,0.024,0.009,0.145,0.008,0.44,0.022,0.067
65-103,M,Alabama,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,Alaska,0.157,0.013,0.0,0.25,0.009,0.522,0.019,0.029
65-103,M,Arizona,0.157,0.013,0.0,0.25,0.009,0.522,0.019,0.029
65-103,M,Arkansas,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,California,0.157,0.013,0.0,0.25,0.009,0.522,0.019,0.029
65-103,M,Colorado,0.157,0.013,0.0,0.25,0.009,0.522,0.019,0.029
65-103,M,Connecticut,0.077,0.0,0.0,0.145,0.029,0.696,0.017,0.037
65-103,M,Delaware,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,District of Columbia,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,Florida,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,Georgia,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,Hawaii,0.157,0.013,0.0,0.25,0.009,0.522,0.019,0.029
65-103,M,Idaho,0.157,0.013,0.0,0.25,0.009,0.522,0.019,0.029
65-103,M,Illinois,0.121,0.005,0.0,0.176,0.006,0.644,0.015,0.033
65-103,M,Indiana,0.121,0.005,0.0,0.176,0.006,0.644,0.015,0.033
65-103,M,Iowa,0.121,0.005,0.0,0.176,0.006,0.644,0.015,0.033
65-103,M,Kansas,0.121,0.005,0.0,0.176,0.006,0.644,0.015,0.033
65-103,M,Kentucky,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,Louisiana,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,Maine,0.077,0.0,0.0,0.145,0.029,0.696,0.017,0.037
65-103,M,Maryland,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,Massachusetts,0.077,0.0,0.0,0.145,0.029,0.696,0.017,0.037
65-103,M,Michigan,0.121,0.005,0.0,0.176,0.006,0.644,0.015,0.033
65-103,M,Minnesota,0.121,0.005,0.0,0.176,0.006,0.644,0.015,0.033
65-103,M,Mississippi,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,Missouri,0.121,0.005,0.0,0.176,0.006,0.644,0.015,0.033
65-103,M,Montana,0.157,0.013,0.0,0.25,0.009,0.522,0.019,0.029
65-103,M,Nebraska,0.121,0.005,0.0,0.176,0.006,0.644,0.015,0.033
65-103,M,Nevada,0.157,0.013,0.0,0.25,0.009,0.522,0.019,0.029
65-103,M,New Hampshire,0.077,0.0,0.0,0.145,0.029,0.696,0.017,0.037
65-103,M,New Jersey,0.077,0.0,0.0,0.145,0.029,0.696,0.017,0.037
65-103,M,New Mexico,0.157,0.013,0.0,0.25,0.009,0.522,0.019,0.029
65-103,M,New York,0.077,0.0,0.0,0.145,0.029,0.696,0.017,0.037
65-103,M,North Carolina,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,North Dakota,0.121,0.005,0.0,0.176,0.006,0.644,0.015,0.033
65-103,M,Ohio,0.121,0.005,0.0,0.176,0.006,0.644,0.015,0.033
65-103,M,Oklahoma,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,Oregon,0.157,0.013,0.0,0.25,0.009,0.522,0.019,0.029
65-103,M,Pennsylvania,0.077,0.0,0.0,0.145,0.029,0.696,0.017,0.037
65-103,M,Rhode Island,0.077,0.0,0.0,0.145,0.029,0.696,0.017,0.037
65-103,M,South Carolina,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,South Dakota,0.121,0.005,0.0,0.176,0.006,0.644,0.015,0.033
65-103,M,Tennessee,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,Texas,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,Utah,0.157,0.013,0.0,0.25,0.009,0.522,0.019,0.029
65-103,M,Vermont,0.077,0.0,0.0,0.145,0.029,0.696,0.017,0.037
65-103,M,Virginia,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,Washington,0.157,0.013,0.0,0.25,0.009,0.522,0.019,0.029
65-103,M,West Virginia,0.127,0.01,0.0,0.255,0.009,0.568,0.017,0.014
65-103,M,Wisconsin,0.121,0.005,0.0,0.176,0.006,0.644,0.015,0.033
65-103,M,Wyoming,0.157,0.013,0.0,0.25,0.009,0.522,0.019,0.029
8-11,F,Illinois,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8-11,F,Indiana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8-11,F,Iowa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8-11,F,Kansas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8-11,F,Michigan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8-11,F,Minnesota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8-11,F,Missouri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8-11,F,Nebraska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8-11,F,North Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8-11,F,Ohio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8-11,F,South Dakota,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8-11,F,Wisconsin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
