age,gender,state,Prescribe_Amlodipine_Benazepril,Prescribe_Benazepril,Prescribe_Benazepril_Hydrochlorothiazide,Prescribe_Enalapril,Prescribe_Hydrochlorothiazide_Lisinopril,Prescribe_Hydrochlorothiazide_Losartan,Prescribe_Hydrochlorothiazide_Valsartan,Prescribe_Irbesartan,Prescribe_Lisinopril,Prescribe_Losartan,Prescribe_Quinapril,Prescribe_Ramipril,Prescribe_Sacubitril_Valsartan,Prescribe_Telmisartan,Prescribe_Valsartan
26-35,F,Minnesota,0.0,0.0,0.0,0.0,0.368,0.148,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.0
26-35,F,Mississippi,0.0,0.0,0.0,0.04,0.03,0.016,0.0,0.044,0.494,0.227,0.0,0.0,0.0,0.073,0.075
26-35,F,Missouri,0.0,0.0,0.0,0.0,0.368,0.148,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.0
26-35,F,Montana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373,0.627,0.0,0.0,0.0,0.0,0.0
26-35,F,Nebraska,0.0,0.0,0.0,0.0,0.368,0.148,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.0
26-35,F,Nevada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373,0.627,0.0,0.0,0.0,0.0,0.0
26-35,F,New Hampshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26-35,F,New Jersey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26-35,F,New Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373,0.627,0.0,0.0,0.0,0.0,0.0
26-35,F,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26-35,F,North Carolina,0.0,0.0,0.0,0.04,0.03,0.016,0.0,0.044,0.494,0.227,0.0,0.0,0.0,0.073,0.075
26-35,F,North Dakota,0.0,0.0,0.0,0.0,0.368,0.148,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.0
26-35,F,Ohio,0.0,0.0,0.0,0.0,0.368,0.148,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.0
26-35,F,Oklahoma,0.0,0.0,0.0,0.04,0.03,0.016,0.0,0.044,0.494,0.227,0.0,0.0,0.0,0.073,0.075
26-35,F,Oregon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373,0.627,0.0,0.0,0.0,0.0,0.0
26-35,F,Pennsylvania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26-35,F,Rhode Island,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26-35,F,South Carolina,0.0,0.0,0.0,0.04,0.03,0.016,0.0,0.044,0.494,0.227,0.0,0.0,0.0,0.073,0.075
26-35,F,South Dakota,0.0,0.0,0.0,0.0,0.368,0.148,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.0
26-35,F,Tennessee,0.0,0.0,0.0,0.04,0.03,0.016,0.0,0.044,0.494,0.227,0.0,0.0,0.0,0.073,0.075
26-35,F,Texas,0.0,0.0,0.0,0.04,0.03,0.016,0.0,0.044,0.494,0.227,0.0,0.0,0.0,0.073,0.075
26-35,F,Utah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373,0.627,0.0,0.0,0.0,0.0,0.0
26-35,F,Vermont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26-35,F,Virginia,0.0,0.0,0.0,0.04,0.03,0.016,0.0,0.044,0.494,0.227,0.0,0.0,0.0,0.073,0.075
26-35,F,Washington,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373,0.627,0.0,0.0,0.0,0.0,0.0
26-35,F,West Virginia,0.0,0.0,0.0,0.04,0.03,0.016,0.0,0.044,0.494,0.227,0.0,0.0,0.0,0.073,0.075
26-35,F,Wisconsin,0.0,0.0,0.0,0.0,0.368,0.148,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.0
26-35,F,Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373,0.627,0.0,0.0,0.0,0.0,0.0
26-35,M,Alabama,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,Alaska,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.161,0.0,0.0,0.157,0.0,0.0
26-35,M,Arizona,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.161,0.0,0.0,0.157,0.0,0.0
26-35,M,Arkansas,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,California,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.161,0.0,0.0,0.157,0.0,0.0
26-35,M,Colorado,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.161,0.0,0.0,0.157,0.0,0.0
26-35,M,Connecticut,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.525,0.264,0.0,0.0,0.0,0.0,0.044
26-35,M,Delaware,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,District of Columbia,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,Florida,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,Georgia,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,Hawaii,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.161,0.0,0.0,0.157,0.0,0.0
26-35,M,Idaho,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.161,0.0,0.0,0.157,0.0,0.0
26-35,M,Illinois,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
26-35,M,Indiana,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
26-35,M,Iowa,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
26-35,M,Kansas,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
26-35,M,Kentucky,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,Louisiana,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,Maine,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.525,0.264,0.0,0.0,0.0,0.0,0.044
26-35,M,Maryland,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,Massachusetts,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.525,0.264,0.0,0.0,0.0,0.0,0.044
26-35,M,Michigan,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
26-35,M,Minnesota,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
26-35,M,Mississippi,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,Missouri,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
26-35,M,Montana,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.161,0.0,0.0,0.157,0.0,0.0
26-35,M,Nebraska,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
26-35,M,Nevada,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.161,0.0,0.0,0.157,0.0,0.0
26-35,M,New Hampshire,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.525,0.264,0.0,0.0,0.0,0.0,0.044
26-35,M,New Jersey,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.525,0.264,0.0,0.0,0.0,0.0,0.044
26-35,M,New Mexico,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.161,0.0,0.0,0.157,0.0,0.0
26-35,M,New York,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.525,0.264,0.0,0.0,0.0,0.0,0.044
26-35,M,North Carolina,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,North Dakota,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
26-35,M,Ohio,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
26-35,M,Oklahoma,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,Oregon,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.161,0.0,0.0,0.157,0.0,0.0
26-35,M,Pennsylvania,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.525,0.264,0.0,0.0,0.0,0.0,0.044
26-35,M,Rhode Island,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.525,0.264,0.0,0.0,0.0,0.0,0.044
26-35,M,South Carolina,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,South Dakota,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
26-35,M,Tennessee,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,Texas,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,Utah,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.161,0.0,0.0,0.157,0.0,0.0
26-35,M,Vermont,0.0,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.525,0.264,0.0,0.0,0.0,0.0,0.044
26-35,M,Virginia,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,Washington,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.161,0.0,0.0,0.157,0.0,0.0
26-35,M,West Virginia,0.056,0.033,0.0,0.04,0.0,0.0,0.0,0.0,0.692,0.153,0.0,0.0,0.027,0.0,0.0
26-35,M,Wisconsin,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0
26-35,M,Wyoming,0.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.538,0.161,0.0,0.0,0.157,0.0,0.0
36-45,F,Alabama,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,Alaska,0.0,0.012,0.0,0.0,0.0,0.037,0.072,0.0,0.559,0.32,0.0,0.0,0.0,0.0,0.0
36-45,F,Arizona,0.0,0.012,0.0,0.0,0.0,0.037,0.072,0.0,0.559,0.32,0.0,0.0,0.0,0.0,0.0
36-45,F,Arkansas,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,California,0.0,0.012,0.0,0.0,0.0,0.037,0.072,0.0,0.559,0.32,0.0,0.0,0.0,0.0,0.0
36-45,F,Colorado,0.0,0.012,0.0,0.0,0.0,0.037,0.072,0.0,0.559,0.32,0.0,0.0,0.0,0.0,0.0
36-45,F,Connecticut,0.0,0.0,0.0,0.139,0.05,0.0,0.0,0.0,0.691,0.12,0.0,0.0,0.0,0.0,0.0
36-45,F,Delaware,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,District of Columbia,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,Florida,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,Georgia,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,Hawaii,0.0,0.012,0.0,0.0,0.0,0.037,0.072,0.0,0.559,0.32,0.0,0.0,0.0,0.0,0.0
36-45,F,Idaho,0.0,0.012,0.0,0.0,0.0,0.037,0.072,0.0,0.559,0.32,0.0,0.0,0.0,0.0,0.0
36-45,F,Illinois,0.0,0.0,0.0,0.0,0.147,0.028,0.0,0.0,0.513,0.241,0.0,0.0,0.0,0.0,0.072
36-45,F,Indiana,0.0,0.0,0.0,0.0,0.147,0.028,0.0,0.0,0.513,0.241,0.0,0.0,0.0,0.0,0.072
36-45,F,Iowa,0.0,0.0,0.0,0.0,0.147,0.028,0.0,0.0,0.513,0.241,0.0,0.0,0.0,0.0,0.072
36-45,F,Kansas,0.0,0.0,0.0,0.0,0.147,0.028,0.0,0.0,0.513,0.241,0.0,0.0,0.0,0.0,0.072
36-45,F,Kentucky,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,Louisiana,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,Maine,0.0,0.0,0.0,0.139,0.05,0.0,0.0,0.0,0.691,0.12,0.0,0.0,0.0,0.0,0.0
36-45,F,Maryland,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,Massachusetts,0.0,0.0,0.0,0.139,0.05,0.0,0.0,0.0,0.691,0.12,0.0,0.0,0.0,0.0,0.0
36-45,F,Michigan,0.0,0.0,0.0,0.0,0.147,0.028,0.0,0.0,0.513,0.241,0.0,0.0,0.0,0.0,0.072
36-45,F,Minnesota,0.0,0.0,0.0,0.0,0.147,0.028,0.0,0.0,0.513,0.241,0.0,0.0,0.0,0.0,0.072
36-45,F,Mississippi,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,Missouri,0.0,0.0,0.0,0.0,0.147,0.028,0.0,0.0,0.513,0.241,0.0,0.0,0.0,0.0,0.072
36-45,F,Montana,0.0,0.012,0.0,0.0,0.0,0.037,0.072,0.0,0.559,0.32,0.0,0.0,0.0,0.0,0.0
36-45,F,Nebraska,0.0,0.0,0.0,0.0,0.147,0.028,0.0,0.0,0.513,0.241,0.0,0.0,0.0,0.0,0.072
36-45,F,Nevada,0.0,0.012,0.0,0.0,0.0,0.037,0.072,0.0,0.559,0.32,0.0,0.0,0.0,0.0,0.0
36-45,F,New Hampshire,0.0,0.0,0.0,0.139,0.05,0.0,0.0,0.0,0.691,0.12,0.0,0.0,0.0,0.0,0.0
36-45,F,New Jersey,0.0,0.0,0.0,0.139,0.05,0.0,0.0,0.0,0.691,0.12,0.0,0.0,0.0,0.0,0.0
36-45,F,New Mexico,0.0,0.012,0.0,0.0,0.0,0.037,0.072,0.0,0.559,0.32,0.0,0.0,0.0,0.0,0.0
36-45,F,New York,0.0,0.0,0.0,0.139,0.05,0.0,0.0,0.0,0.691,0.12,0.0,0.0,0.0,0.0,0.0
36-45,F,North Carolina,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,North Dakota,0.0,0.0,0.0,0.0,0.147,0.028,0.0,0.0,0.513,0.241,0.0,0.0,0.0,0.0,0.072
36-45,F,Ohio,0.0,0.0,0.0,0.0,0.147,0.028,0.0,0.0,0.513,0.241,0.0,0.0,0.0,0.0,0.072
36-45,F,Oklahoma,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,Oregon,0.0,0.012,0.0,0.0,0.0,0.037,0.072,0.0,0.559,0.32,0.0,0.0,0.0,0.0,0.0
36-45,F,Pennsylvania,0.0,0.0,0.0,0.139,0.05,0.0,0.0,0.0,0.691,0.12,0.0,0.0,0.0,0.0,0.0
36-45,F,Rhode Island,0.0,0.0,0.0,0.139,0.05,0.0,0.0,0.0,0.691,0.12,0.0,0.0,0.0,0.0,0.0
36-45,F,South Carolina,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,South Dakota,0.0,0.0,0.0,0.0,0.147,0.028,0.0,0.0,0.513,0.241,0.0,0.0,0.0,0.0,0.072
36-45,F,Tennessee,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,Texas,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,Utah,0.0,0.012,0.0,0.0,0.0,0.037,0.072,0.0,0.559,0.32,0.0,0.0,0.0,0.0,0.0
36-45,F,Vermont,0.0,0.0,0.0,0.139,0.05,0.0,0.0,0.0,0.691,0.12,0.0,0.0,0.0,0.0,0.0
36-45,F,Virginia,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,Washington,0.0,0.012,0.0,0.0,0.0,0.037,0.072,0.0,0.559,0.32,0.0,0.0,0.0,0.0,0.0
36-45,F,West Virginia,0.0,0.036,0.0,0.01,0.087,0.044,0.008,0.0,0.606,0.192,0.0,0.009,0.0,0.0,0.007
36-45,F,Wisconsin,0.0,0.0,0.0,0.0,0.147,0.028,0.0,0.0,0.513,0.241,0.0,0.0,0.0,0.0,0.072
36-45,F,Wyoming,0.0,0.012,0.0,0.0,0.0,0.037,0.072,0.0,0.559,0.32,0.0,0.0,0.0,0.0,0.0
36-45,M,Alabama,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,Alaska,0.0,0.0,0.0,0.0,0.101,0.035,0.0,0.0,0.607,0.153,0.0,0.0,0.07,0.0,0.034
36-45,M,Arizona,0.0,0.0,0.0,0.0,0.101,0.035,0.0,0.0,0.607,0.153,0.0,0.0,0.07,0.0,0.034
36-45,M,Arkansas,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,California,0.0,0.0,0.0,0.0,0.101,0.035,0.0,0.0,0.607,0.153,0.0,0.0,0.07,0.0,0.034
36-45,M,Colorado,0.0,0.0,0.0,0.0,0.101,0.035,0.0,0.0,0.607,0.153,0.0,0.0,0.07,0.0,0.034
36-45,M,Connecticut,0.036,0.014,0.0,0.0,0.068,0.054,0.0,0.013,0.615,0.103,0.0,0.034,0.0,0.0,0.064
36-45,M,Delaware,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,District of Columbia,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,Florida,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,Georgia,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,Hawaii,0.0,0.0,0.0,0.0,0.101,0.035,0.0,0.0,0.607,0.153,0.0,0.0,0.07,0.0,0.034
36-45,M,Idaho,0.0,0.0,0.0,0.0,0.101,0.035,0.0,0.0,0.607,0.153,0.0,0.0,0.07,0.0,0.034
36-45,M,Illinois,0.0,0.011,0.0,0.075,0.038,0.04,0.019,0.032,0.578,0.175,0.0,0.0,0.0,0.0,0.031
36-45,M,Indiana,0.0,0.011,0.0,0.075,0.038,0.04,0.019,0.032,0.578,0.175,0.0,0.0,0.0,0.0,0.031
36-45,M,Iowa,0.0,0.011,0.0,0.075,0.038,0.04,0.019,0.032,0.578,0.175,0.0,0.0,0.0,0.0,0.031
36-45,M,Kansas,0.0,0.011,0.0,0.075,0.038,0.04,0.019,0.032,0.578,0.175,0.0,0.0,0.0,0.0,0.031
36-45,M,Kentucky,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,Louisiana,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,Maine,0.036,0.014,0.0,0.0,0.068,0.054,0.0,0.013,0.615,0.103,0.0,0.034,0.0,0.0,0.064
36-45,M,Maryland,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,Massachusetts,0.036,0.014,0.0,0.0,0.068,0.054,0.0,0.013,0.615,0.103,0.0,0.034,0.0,0.0,0.064
36-45,M,Michigan,0.0,0.011,0.0,0.075,0.038,0.04,0.019,0.032,0.578,0.175,0.0,0.0,0.0,0.0,0.031
36-45,M,Minnesota,0.0,0.011,0.0,0.075,0.038,0.04,0.019,0.032,0.578,0.175,0.0,0.0,0.0,0.0,0.031
36-45,M,Mississippi,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,Missouri,0.0,0.011,0.0,0.075,0.038,0.04,0.019,0.032,0.578,0.175,0.0,0.0,0.0,0.0,0.031
36-45,M,Montana,0.0,0.0,0.0,0.0,0.101,0.035,0.0,0.0,0.607,0.153,0.0,0.0,0.07,0.0,0.034
36-45,M,Nebraska,0.0,0.011,0.0,0.075,0.038,0.04,0.019,0.032,0.578,0.175,0.0,0.0,0.0,0.0,0.031
36-45,M,Nevada,0.0,0.0,0.0,0.0,0.101,0.035,0.0,0.0,0.607,0.153,0.0,0.0,0.07,0.0,0.034
36-45,M,New Hampshire,0.036,0.014,0.0,0.0,0.068,0.054,0.0,0.013,0.615,0.103,0.0,0.034,0.0,0.0,0.064
36-45,M,New Jersey,0.036,0.014,0.0,0.0,0.068,0.054,0.0,0.013,0.615,0.103,0.0,0.034,0.0,0.0,0.064
36-45,M,New Mexico,0.0,0.0,0.0,0.0,0.101,0.035,0.0,0.0,0.607,0.153,0.0,0.0,0.07,0.0,0.034
36-45,M,New York,0.036,0.014,0.0,0.0,0.068,0.054,0.0,0.013,0.615,0.103,0.0,0.034,0.0,0.0,0.064
36-45,M,North Carolina,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,North Dakota,0.0,0.011,0.0,0.075,0.038,0.04,0.019,0.032,0.578,0.175,0.0,0.0,0.0,0.0,0.031
36-45,M,Ohio,0.0,0.011,0.0,0.075,0.038,0.04,0.019,0.032,0.578,0.175,0.0,0.0,0.0,0.0,0.031
36-45,M,Oklahoma,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,Oregon,0.0,0.0,0.0,0.0,0.101,0.035,0.0,0.0,0.607,0.153,0.0,0.0,0.07,0.0,0.034
36-45,M,Pennsylvania,0.036,0.014,0.0,0.0,0.068,0.054,0.0,0.013,0.615,0.103,0.0,0.034,0.0,0.0,0.064
36-45,M,Rhode Island,0.036,0.014,0.0,0.0,0.068,0.054,0.0,0.013,0.615,0.103,0.0,0.034,0.0,0.0,0.064
36-45,M,South Carolina,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,South Dakota,0.0,0.011,0.0,0.075,0.038,0.04,0.019,0.032,0.578,0.175,0.0,0.0,0.0,0.0,0.031
36-45,M,Tennessee,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,Texas,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,Utah,0.0,0.0,0.0,0.0,0.101,0.035,0.0,0.0,0.607,0.153,0.0,0.0,0.07,0.0,0.034
36-45,M,Vermont,0.036,0.014,0.0,0.0,0.068,0.054,0.0,0.013,0.615,0.103,0.0,0.034,0.0,0.0,0.064
36-45,M,Virginia,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,Washington,0.0,0.0,0.0,0.0,0.101,0.035,0.0,0.0,0.607,0.153,0.0,0.0,0.07,0.0,0.034
36-45,M,West Virginia,0.0,0.0,0.018,0.0,0.075,0.0,0.032,0.028,0.562,0.192,0.0,0.013,0.01,0.0,0.07
36-45,M,Wisconsin,0.0,0.011,0.0,0.075,0.038,0.04,0.019,0.032,0.578,0.175,0.0,0.0,0.0,0.0,0.031
36-45,M,Wyoming,0.0,0.0,0.0,0.0,0.101,0.035,0.0,0.0,0.607,0.153,0.0,0.0,0.07,0.0,0.034
4-7,F,Illinois,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,F,Indiana,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,F,Iowa,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,F,Kansas,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,F,Michigan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,F,Minnesota,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,F,Missouri,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,F,Nebraska,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,F,North Dakota,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,F,Ohio,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-7,F,South Dakota,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
