zip,city,state,latitude,longitude,fipscounty,county,ssacounty,fipsstate
5418,Fletcher,VT,44.738007,-72.87814,50011,FRANKLIN,47050,50.0
5433,Lincoln,VT,44.039878,-73.01535799999999,50001,ADDISON,47000,50.0
5439,Colchester,VT,44.49518,-73.165092,50007,CHITTENDEN,47030,50.0
5440,Alburg,VT,44.966836,-73.27028,50013,GRAND ISLE,47060,50.0
5441,Bakersfield,VT,44.772886,-72.78854,50011,FRANKLIN,47050,50.0
5442,Belvidere Center,VT,44.755398,-72.68029,50015,LAMOILLE,47070,50.0
5443,Bristol,VT,44.129002,-73.05258,50001,ADDISON,47000,50.0
5444,Cambridge,VT,44.645649,-72.90151,50015,LAMOILLE,47070,50.0
5445,Charlotte,VT,44.309241,-73.23504,50007,CHITTENDEN,47030,50.0
5446,Colchester,VT,44.541902,-73.19659,50007,CHITTENDEN,47030,50.0
5447,East Berkshire,VT,44.824855,-72.895849,50011,FRANKLIN,47050,50.0
5470,Montgomery,VT,44.824855,-72.895849,50011,FRANKLIN,47050,50.0
5479,Saint Albans,VT,44.824855,-72.895849,50011,FRANKLIN,47050,50.0
5481,Saint Albans Bay,VT,44.824855,-72.895849,50011,FRANKLIN,47050,50.0
5448,East Fairfield,VT,44.751801,-72.88247,50011,FRANKLIN,47050,50.0
5450,Enosburg Falls,VT,44.885689,-72.78992,50011,FRANKLIN,47050,50.0
5451,Essex,VT,44.50835,-73.050271,50007,CHITTENDEN,47030,50.0
5452,Essex Junction,VT,44.501991,-73.09376,50007,CHITTENDEN,47030,50.0
5454,Fairfax,VT,44.693805,-73.04099000000001,50011,FRANKLIN,47050,50.0
5455,Fairfield,VT,44.801734,-72.96213,50011,FRANKLIN,47050,50.0
5456,Ferrisburg,VT,44.204926,-73.25143,50001,ADDISON,47000,50.0
5457,Franklin,VT,44.961552000000005,-72.89350999999999,50011,FRANKLIN,47050,50.0
5458,Grand Isle,VT,44.712593,-73.30526,50013,GRAND ISLE,47060,50.0
5459,Highgate Center,VT,44.941617,-73.03056,50011,FRANKLIN,47050,50.0
5460,Highgate Springs,VT,44.974765000000005,-73.105205,50011,FRANKLIN,47050,50.0
5461,Hinesburg,VT,44.332217,-73.09254,50007,CHITTENDEN,47030,50.0
5462,Huntington,VT,44.304004,-72.97999,50007,CHITTENDEN,47030,50.0
5463,Isle La Motte,VT,44.866344,-73.33081,50013,GRAND ISLE,47060,50.0
5464,Jeffersonville,VT,44.636283,-72.82257,50015,LAMOILLE,47070,50.0
5465,Jericho,VT,44.486113,-72.96316999999999,50007,CHITTENDEN,47030,50.0
5466,Jonesville,VT,44.362504,-73.019801,50007,CHITTENDEN,47030,50.0
5468,Milton,VT,44.641974,-73.13469,50007,CHITTENDEN,47030,50.0
5469,Monkton,VT,44.240375,-73.134702,50001,ADDISON,47000,50.0
5471,Montgomery Center,VT,44.874895,-72.58798,50011,FRANKLIN,47050,50.0
5472,New Haven,VT,44.121825,-73.166,50001,ADDISON,47000,50.0
5473,North Ferrisburg,VT,44.255573999999996,-73.22253,50001,ADDISON,47000,50.0
5474,North Hero,VT,44.831101000000004,-73.27354,50013,GRAND ISLE,47060,50.0
5476,Richford,VT,44.970417,-72.66315999999999,50011,FRANKLIN,47050,50.0
5477,Richmond,VT,44.392443,-72.95936,50007,CHITTENDEN,47030,50.0
5478,Saint Albans,VT,44.807555,-73.09076999999999,50011,FRANKLIN,47050,50.0
5482,Shelburne,VT,44.388556,-73.22318,50007,CHITTENDEN,47030,50.0
5483,Sheldon,VT,44.884125,-72.9751,50011,FRANKLIN,47050,50.0
5485,Sheldon Springs,VT,44.905573,-72.963154,50011,FRANKLIN,47050,50.0
5486,South Hero,VT,44.645192,-73.31452,50013,GRAND ISLE,47060,50.0
5487,Starksboro,VT,44.224103,-73.03164,50001,ADDISON,47000,50.0
5488,Swanton,VT,44.930163,-73.12099,50011,FRANKLIN,47050,50.0
5489,Underhill,VT,44.546538,-72.92649,50007,CHITTENDEN,47030,50.0
5490,Underhill Center,VT,44.504656,-72.885253,50007,CHITTENDEN,47030,50.0
5491,Vergennes,VT,44.12753,-73.28437,50001,ADDISON,47000,50.0
5492,Waterville,VT,44.708467999999996,-72.7585,50015,LAMOILLE,47070,50.0
5494,Westford,VT,44.608283,-73.00979,50007,CHITTENDEN,47030,50.0
5495,Williston,VT,44.445240000000005,-73.09917,50007,CHITTENDEN,47030,50.0
5601,Montpelier,VT,44.199059999999996,-72.559638,50023,WASHINGTON,47110,50.0
5602,Montpelier,VT,44.265633,-72.59685999999999,50023,WASHINGTON,47110,50.0
5603,Montpelier,VT,44.156554,-72.65589200000001,50023,WASHINGTON,47110,50.0
5604,Montpelier,VT,44.259518,-72.585018,50023,WASHINGTON,47110,50.0
5609,Montpelier,VT,44.259518,-72.585018,50023,WASHINGTON,47110,50.0
5620,Montpelier,VT,44.259518,-72.585018,50023,WASHINGTON,47110,50.0
5633,Montpelier,VT,44.259518,-72.585018,50023,WASHINGTON,47110,50.0
5671,Waterbury,VT,44.259518,-72.585018,50023,WASHINGTON,47110,50.0
5626,Waterbury,VT,44.352339,-72.779614,50023,WASHINGTON,47110,50.0
5640,Adamant,VT,44.354296000000005,-72.49053,50023,WASHINGTON,47110,50.0
5641,Barre,VT,44.194307,-72.49443000000001,50023,WASHINGTON,47110,50.0
5647,Cabot,VT,44.414576000000004,-72.28652,50023,WASHINGTON,47110,50.0
5648,Calais,VT,44.375726,-72.49509,50023,WASHINGTON,47110,50.0
5649,East Barre,VT,44.152477000000005,-72.43328000000001,50017,ORANGE,47080,50.0
5650,East Calais,VT,44.403898999999996,-72.44328,50023,WASHINGTON,47110,50.0
5651,East Montpelier,VT,44.282269,-72.48983,50023,WASHINGTON,47110,50.0
5652,Eden,VT,44.715078999999996,-72.5717,50015,LAMOILLE,47070,50.0
5653,Eden Mills,VT,44.711083,-72.50846,50015,LAMOILLE,47070,50.0
5654,Graniteville,VT,44.140716,-72.47675,50023,WASHINGTON,47110,50.0
5655,Hyde Park,VT,44.610931,-72.59971,50015,LAMOILLE,47070,50.0
5656,Johnson,VT,44.645219,-72.67941,50015,LAMOILLE,47070,50.0
5657,Lake Elmore,VT,44.541415,-72.52693000000001,50015,LAMOILLE,47070,50.0
5658,Marshfield,VT,44.353823,-72.34925,50023,WASHINGTON,47110,50.0
5660,Moretown,VT,44.248197999999995,-72.78525,50023,WASHINGTON,47110,50.0
5661,Morrisville,VT,44.549391,-72.60332,50015,LAMOILLE,47070,50.0
5662,Moscow,VT,44.442001,-72.71875899999999,50015,LAMOILLE,47070,50.0
5663,Northfield,VT,44.141056,-72.66443000000001,50023,WASHINGTON,47110,50.0
5664,Northfield Falls,VT,44.171238,-72.64976,50023,WASHINGTON,47110,50.0
5665,North Hyde Park,VT,44.67307,-72.59705699999999,50015,LAMOILLE,47070,50.0
5666,North Montpelier,VT,44.33865,-72.44382,50023,WASHINGTON,47110,50.0
5667,Plainfield,VT,44.295577,-72.42365,50023,WASHINGTON,47110,50.0
5669,Roxbury,VT,44.062311,-72.74364,50023,WASHINGTON,47110,50.0
5670,South Barre,VT,44.175744,-72.50247,50023,WASHINGTON,47110,50.0
5672,Stowe,VT,44.475387,-72.70225,50015,LAMOILLE,47070,50.0
5673,Waitsfield,VT,44.184703999999996,-72.8367,50023,WASHINGTON,47110,50.0
5674,Warren,VT,44.106922,-72.85816,50023,WASHINGTON,47110,50.0
5675,Washington,VT,44.083457,-72.422,50017,ORANGE,47080,50.0
5676,Waterbury,VT,44.348486,-72.77081,50023,WASHINGTON,47110,50.0
5677,Waterbury Center,VT,44.375144,-72.71361999999999,50023,WASHINGTON,47110,50.0
5678,Websterville,VT,44.158978999999995,-72.46942,50023,WASHINGTON,47110,50.0
5679,Williamstown,VT,44.109792999999996,-72.54155,50017,ORANGE,47080,50.0
5680,Wolcott,VT,44.551056,-72.4739,50015,LAMOILLE,47070,50.0
5681,Woodbury,VT,44.457481,-72.40659000000001,50023,WASHINGTON,47110,50.0
5682,Worcester,VT,44.383559000000005,-72.55088,50023,WASHINGTON,47110,50.0
5701,Rutland,VT,43.617302,-72.96325,50021,RUTLAND,47100,50.0
5702,Rutland,VT,43.412791999999996,-72.99063199999999,50021,RUTLAND,47100,50.0
5730,Belmont,VT,43.416666,-72.83445,50021,RUTLAND,47100,50.0
5731,Benson,VT,43.687677,-73.29186800000001,50021,RUTLAND,47100,50.0
5732,Bomoseen,VT,43.644208,-73.20284000000001,50021,RUTLAND,47100,50.0
5733,Brandon,VT,43.810371,-73.09998,50021,RUTLAND,47100,50.0
5734,Bridport,VT,43.987528999999995,-73.35144,50001,ADDISON,47000,50.0
5735,Castleton,VT,43.640503,-73.16118,50021,RUTLAND,47100,50.0
5736,Center Rutland,VT,43.602211,-73.01298,50021,RUTLAND,47100,50.0
5737,Chittenden,VT,43.735819,-72.93145,50021,RUTLAND,47100,50.0
5738,Cuttingsville,VT,43.507853999999995,-72.8642,50021,RUTLAND,47100,50.0
5739,Danby,VT,43.341177,-73.01602,50021,RUTLAND,47100,50.0
5740,East Middlebury,VT,43.97153,-73.09141600000001,50001,ADDISON,47000,50.0
5741,East Poultney,VT,43.592039,-72.81812099999999,50021,RUTLAND,47100,50.0
5745,Forest Dale,VT,43.592039,-72.81812099999999,50021,RUTLAND,47100,50.0
5742,East Wallingford,VT,43.441404,-72.88507,50021,RUTLAND,47100,50.0
5743,Fair Haven,VT,43.666758,-73.2857,50021,RUTLAND,47100,50.0
5744,Florence,VT,43.68805,-73.06783,50021,RUTLAND,47100,50.0
5746,Gaysville,VT,43.785433000000005,-72.71366,50027,WINDSOR,47130,50.0
5747,Granville,VT,43.999811,-72.83927,50001,ADDISON,47000,50.0
5748,Hancock,VT,43.926595,-72.87143,50001,ADDISON,47000,50.0
5750,Hydeville,VT,43.619787,-73.23273,50021,RUTLAND,47100,50.0
5751,Killington,VT,43.659839,-72.79419,50021,RUTLAND,47100,50.0
5752,Poultney,VT,43.225264,-73.141318,50003,BENNINGTON,47010,50.0
5753,Middlebury,VT,44.006024,-73.172,50001,ADDISON,47000,50.0
5757,Middletown Springs,VT,43.477827000000005,-73.12311,50021,RUTLAND,47100,50.0
5758,Mount Holly,VT,43.452914,-72.79647,50021,RUTLAND,47100,50.0
5759,North Clarendon,VT,43.553903999999996,-72.96168,50021,RUTLAND,47100,50.0
5760,Orwell,VT,43.801501,-73.2869,50001,ADDISON,47000,50.0
5761,Pawlet,VT,43.357161,-73.13467,50021,RUTLAND,47100,50.0
5762,Pittsfield,VT,43.768578000000005,-72.83138000000001,50021,RUTLAND,47100,50.0
5763,Pittsford,VT,43.719898,-73.00086999999999,50021,RUTLAND,47100,50.0
5764,Poultney,VT,43.521021000000005,-73.21603,50021,RUTLAND,47100,50.0
5765,Proctor,VT,43.657716,-73.0328,50021,RUTLAND,47100,50.0
5766,Ripton,VT,43.981681,-73.0155,50001,ADDISON,47000,50.0
5767,Rochester,VT,43.876046,-72.81212,50027,WINDSOR,47130,50.0
5768,Rupert,VT,43.026984000000006,-73.05515600000001,50003,BENNINGTON,47010,50.0
5769,Salisbury,VT,43.914026,-73.10703000000001,50001,ADDISON,47000,50.0
5770,Shoreham,VT,43.892373,-73.31583,50001,ADDISON,47000,50.0
5772,Stockbridge,VT,43.761779,-72.73703,50027,WINDSOR,47130,50.0
5773,Wallingford,VT,43.444268,-72.98732,50021,RUTLAND,47100,50.0
5774,Wells,VT,43.43357,-73.19578,50021,RUTLAND,47100,50.0
5775,West Pawlet,VT,43.365072999999995,-73.23612,50021,RUTLAND,47100,50.0
5776,West Rupert,VT,43.235771,-73.2489,50003,BENNINGTON,47010,50.0
5777,West Rutland,VT,43.574326,-73.04215,50021,RUTLAND,47100,50.0
5778,Whiting,VT,43.864419,-73.21148000000001,50001,ADDISON,47000,50.0
5801,White River Junction,VT,43.898246,-72.183633,50017,ORANGE,47080,50.0
5819,Saint Johnsbury,VT,44.412413,-72.00995999999999,50005,CALEDONIA,47020,50.0
5820,Albany,VT,44.733624,-72.38308,50019,ORLEANS,47090,50.0
5821,Barnet,VT,44.311706,-72.10346,50005,CALEDONIA,47020,50.0
5822,Barton,VT,44.750509,-72.16376,50019,ORLEANS,47090,50.0
5823,Beebe Plain,VT,45.005783,-72.138347,50019,ORLEANS,47090,50.0
5824,Concord,VT,44.428537,-71.87212,50009,ESSEX,47040,50.0
5825,Coventry,VT,44.863351,-72.26649,50019,ORLEANS,47090,50.0
5826,Craftsbury,VT,44.647068,-72.3887,50019,ORLEANS,47090,50.0
5827,Craftsbury Common,VT,44.678878999999995,-72.35975,50019,ORLEANS,47090,50.0
5828,Danville,VT,44.424043,-72.12808000000001,50005,CALEDONIA,47020,50.0
5829,Derby,VT,44.945925,-72.09864,50019,ORLEANS,47090,50.0
5830,Derby Line,VT,44.985003999999996,-72.05856999999999,50019,ORLEANS,47090,50.0
5832,East Burke,VT,44.588910999999996,-71.92705,50005,CALEDONIA,47020,50.0
5833,East Charleston,VT,44.824459999999995,-71.969,50019,ORLEANS,47090,50.0
5836,East Hardwick,VT,44.529915,-72.26819,50005,CALEDONIA,47020,50.0
5837,East Haven,VT,44.643171,-71.86394,50009,ESSEX,47040,50.0
5838,East Saint Johnsbury,VT,44.468494,-71.930077,50005,CALEDONIA,47020,50.0
5839,Glover,VT,44.684488,-72.20936,50019,ORLEANS,47090,50.0
5840,Granby,VT,44.612521,-71.71536,50009,ESSEX,47040,50.0
5841,Greensboro,VT,44.599177000000005,-72.31179,50019,ORLEANS,47090,50.0
5842,Greensboro Bend,VT,44.574196,-72.24333,50019,ORLEANS,47090,50.0
5843,Hardwick,VT,44.504593,-72.35821999999999,50005,CALEDONIA,47020,50.0
5845,Irasburg,VT,44.800461999999996,-72.28964,50019,ORLEANS,47090,50.0
5846,Island Pond,VT,44.803005,-71.84683000000001,50009,ESSEX,47040,50.0
5847,Lowell,VT,44.799008,-72.45025,50019,ORLEANS,47090,50.0
5848,Lower Waterford,VT,44.382103,-71.91951800000001,50005,CALEDONIA,47020,50.0
5849,Lyndon,VT,44.497557,-71.950519,50005,CALEDONIA,47020,50.0
5850,Lyndon Center,VT,44.481915,-71.988258,50005,CALEDONIA,47020,50.0
5851,Lyndonville,VT,44.541352,-72.02686,50005,CALEDONIA,47020,50.0
5852,Newport,VT,44.951093,-72.303696,50019,ORLEANS,47090,50.0
5853,Morgan,VT,44.881758000000005,-71.96653,50019,ORLEANS,47090,50.0
5855,Newport,VT,44.936237,-72.19921,50019,ORLEANS,47090,50.0
5857,Newport Center,VT,44.944231,-72.30054,50019,ORLEANS,47090,50.0
5858,North Concord,VT,44.498374,-71.83773000000001,50009,ESSEX,47040,50.0
5859,North Troy,VT,44.963802,-72.41781999999999,50019,ORLEANS,47090,50.0
5860,Orleans,VT,44.815511,-72.15478,50019,ORLEANS,47090,50.0
5863,Saint Johnsbury Center,VT,44.503403000000006,-71.972088,50005,CALEDONIA,47020,50.0
5864,Stannard,VT,44.562138,-72.244107,50005,CALEDONIA,47020,50.0
5866,Sheffield,VT,44.632918,-72.13245,50005,CALEDONIA,47020,50.0
5867,Sutton,VT,44.653046,-72.04372,50005,CALEDONIA,47020,50.0
5868,Troy,VT,44.902837,-72.408,50019,ORLEANS,47090,50.0
5871,West Burke,VT,44.673586,-71.95414,50005,CALEDONIA,47020,50.0
5872,West Charleston,VT,44.865722999999996,-72.04647,50019,ORLEANS,47090,50.0
5873,West Danville,VT,44.411321,-72.2123,50005,CALEDONIA,47020,50.0
5874,Westfield,VT,44.876447,-72.42902,50019,ORLEANS,47090,50.0
5875,West Glover,VT,44.722453,-72.25601999999999,50019,ORLEANS,47090,50.0
5892,Derby,VT,44.91454,-72.112619,50019,ORLEANS,47090,50.0
5901,Averill,VT,44.680771,-71.719436,50009,ESSEX,47040,50.0
5902,Beecher Falls,VT,45.008398,-71.50628,50009,ESSEX,47040,50.0
5903,Canaan,VT,44.972508000000005,-71.59275,50009,ESSEX,47040,50.0
5904,Gilman,VT,44.413715,-71.70906,50009,ESSEX,47040,50.0
5905,Guildhall,VT,44.682269,-71.66238,50009,ESSEX,47040,50.0
5906,Lunenburg,VT,44.458803,-71.7162,50009,ESSEX,47040,50.0
5907,Norton,VT,44.959647,-71.81134,50009,ESSEX,47040,50.0
5928,Derby Center,VT,44.95282,-72.135369,50019,ORLEANS,47090,50.0
5958,Mount Holly,VT,43.476669,-72.821555,50021,RUTLAND,47100,50.0
6001,Avon,CT,41.789698,-72.86431,9003,HARTFORD,7010,9.0
6002,Bloomfield,CT,41.832798,-72.72641999999999,9003,HARTFORD,7010,9.0
6006,Windsor,CT,41.879637,-72.73427099999999,9003,HARTFORD,7010,9.0
6010,Bristol,CT,41.682249,-72.93365,9003,HARTFORD,7010,9.0
6011,Bristol,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6030,Farmington,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6034,Farmington,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6045,Manchester,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6049,Melrose,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6064,Poquonock,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6083,Enfield,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6102,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6104,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6123,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6126,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6127,W Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6128,East Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6129,Wethersfield,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6131,Newington,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6132,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6133,W Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6134,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6137,W Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6138,East Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6140,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6141,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6142,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6143,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6144,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6145,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6146,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6147,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6150,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6151,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6152,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6153,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6167,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6176,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6180,Hartford,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6444,Marion,CT,41.791776,-72.71883199999999,9003,HARTFORD,7010,9.0
6013,Burlington,CT,41.758415,-72.94641999999999,9003,HARTFORD,7010,9.0
6016,Broad Brook,CT,41.909096999999996,-72.54393,9003,HARTFORD,7010,9.0
6018,Canaan,CT,42.023509999999995,-73.31103,9005,LITCHFIELD,7020,9.0
6019,Canton,CT,41.834247,-72.89174,9003,HARTFORD,7010,9.0
6020,Canton Center,CT,41.864596999999996,-72.91003,9003,HARTFORD,7010,9.0
6021,Colebrook,CT,42.027797,-73.11835,9005,LITCHFIELD,7020,9.0
6022,Collinsville,CT,41.832842,-72.92526,9003,HARTFORD,7010,9.0
6023,East Berlin,CT,41.612747999999996,-72.72017,9003,HARTFORD,7010,9.0
6024,East Canaan,CT,42.010733,-73.26876999999999,9005,LITCHFIELD,7020,9.0
6025,East Glastonbury,CT,41.688896,-72.534482,9003,HARTFORD,7010,9.0
6026,East Granby,CT,41.935501,-72.72718,9003,HARTFORD,7010,9.0
6027,East Hartland,CT,42.002345,-72.90921999999999,9003,HARTFORD,7010,9.0
6028,East Windsor Hill,CT,41.859248,-72.603033,9003,HARTFORD,7010,9.0
6029,Ellington,CT,41.909147,-72.45026,9013,TOLLAND,7060,9.0
6031,Falls Village,CT,41.948694,-73.3296,9005,LITCHFIELD,7020,9.0
6032,Farmington,CT,41.725195,-72.83032,9003,HARTFORD,7010,9.0
6033,Glastonbury,CT,41.707932,-72.57085,9003,HARTFORD,7010,9.0
6035,Granby,CT,41.959713,-72.79826,9003,HARTFORD,7010,9.0
6037,Kensington,CT,41.619048,-72.76734,9003,HARTFORD,7010,9.0
6039,Lakeville,CT,41.951783,-73.43722,9005,LITCHFIELD,7020,9.0
6040,Manchester,CT,41.778888,-72.52384,9003,HARTFORD,7010,9.0
6041,Manchester,CT,41.794681,-72.564832,9003,HARTFORD,7010,9.0
6042,Manchester,CT,41.79,-72.53,9003,HARTFORD,7010,9.0
6043,Bolton,CT,41.771265,-72.43669,9013,TOLLAND,7060,9.0
6050,New Britain,CT,41.666049,-72.778391,9003,HARTFORD,7010,9.0
6051,New Britain,CT,41.666249,-72.76996,9003,HARTFORD,7010,9.0
6052,New Britain,CT,41.659099,-72.80129000000001,9003,HARTFORD,7010,9.0
6053,New Britain,CT,41.686949,-72.7908,9003,HARTFORD,7010,9.0
6057,New Hartford,CT,41.852712,-73.00492,9005,LITCHFIELD,7020,9.0
6058,Norfolk,CT,41.986861,-73.19436999999999,9005,LITCHFIELD,7020,9.0
6059,North Canton,CT,41.937513,-72.92017,9005,LITCHFIELD,7020,9.0
6060,North Granby,CT,42.012195,-72.8445,9003,HARTFORD,7010,9.0
6061,Pine Meadow,CT,41.874382000000004,-72.967958,9005,LITCHFIELD,7020,9.0
6062,Plainville,CT,41.671548,-72.86294000000001,9003,HARTFORD,7010,9.0
6063,Pleasant Valley,CT,41.926696,-72.96783,9005,LITCHFIELD,7020,9.0
6065,Riverton,CT,41.961127000000005,-73.01859,9005,LITCHFIELD,7020,9.0
6066,Vernon Rockville,CT,41.841615000000004,-72.46708000000001,9013,TOLLAND,7060,9.0
6067,Rocky Hill,CT,41.660949,-72.66098000000001,9003,HARTFORD,7010,9.0
6068,Salisbury,CT,42.014672999999995,-73.42408,9005,LITCHFIELD,7020,9.0
6069,Sharon,CT,41.866222,-73.46330999999999,9005,LITCHFIELD,7020,9.0
6070,Simsbury,CT,41.874064000000004,-72.81644,9003,HARTFORD,7010,9.0
6071,Somers,CT,41.995851,-72.45336,9013,TOLLAND,7060,9.0
6072,Somersville,CT,41.976465999999995,-72.490593,9013,TOLLAND,7060,9.0
6073,South Glastonbury,CT,41.660899,-72.56886999999999,9003,HARTFORD,7010,9.0
6074,South Windsor,CT,41.836665,-72.56076,9003,HARTFORD,7010,9.0
6075,Stafford,CT,41.81152,-72.308779,9013,TOLLAND,7060,9.0
6265,South Willington,CT,41.81152,-72.308779,9013,TOLLAND,7060,9.0
6076,Stafford Springs,CT,41.979871,-72.27863,9013,TOLLAND,7060,9.0
6077,Staffordville,CT,41.991645,-72.257735,9013,TOLLAND,7060,9.0
6078,Suffield,CT,41.985946000000006,-72.63897,9003,HARTFORD,7010,9.0
6079,Taconic,CT,42.032012,-73.403763,9005,LITCHFIELD,7020,9.0
6080,Suffield,CT,41.948597,-72.62880200000001,9003,HARTFORD,7010,9.0
6081,Tariffville,CT,41.907114,-72.76831,9003,HARTFORD,7010,9.0
6082,Enfield,CT,41.987238,-72.56365,9003,HARTFORD,7010,9.0
6084,Tolland,CT,41.87688,-72.36806,9013,TOLLAND,7060,9.0
6085,Unionville,CT,41.749832,-72.8898,9003,HARTFORD,7010,9.0
6087,Unionville,CT,41.757616,-72.884953,9003,HARTFORD,7010,9.0
6088,East Windsor,CT,41.908464,-72.60547,9003,HARTFORD,7010,9.0
6089,Weatogue,CT,41.839731,-72.81974,9003,HARTFORD,7010,9.0
6090,West Granby,CT,41.953596000000005,-72.85242,9003,HARTFORD,7010,9.0
6091,West Hartland,CT,42.002748,-72.98906,9003,HARTFORD,7010,9.0
6092,West Simsbury,CT,41.861297,-72.86055,9003,HARTFORD,7010,9.0
6093,West Suffield,CT,42.019907,-72.73357,9003,HARTFORD,7010,9.0
6094,Winchester Center,CT,41.896321,-73.146312,9005,LITCHFIELD,7020,9.0
6095,Windsor,CT,41.857303,-72.66654,9003,HARTFORD,7010,9.0
6096,Windsor Locks,CT,41.926997,-72.64688000000001,9003,HARTFORD,7010,9.0
6098,Winsted,CT,41.925967,-73.06944,9005,LITCHFIELD,7020,9.0
6101,Hartford,CT,41.78007,-72.677099,9003,HARTFORD,7010,9.0
6103,Hartford,CT,41.767049,-72.67433,9003,HARTFORD,7010,9.0
6105,Hartford,CT,41.771166,-72.70255,9003,HARTFORD,7010,9.0
6106,Hartford,CT,41.7469,-72.69593,9003,HARTFORD,7010,9.0
6107,W Hartford,CT,41.75275,-72.7546,9003,HARTFORD,7010,9.0
6108,East Hartford,CT,41.778316,-72.62313,9003,HARTFORD,7010,9.0
6109,Wethersfield,CT,41.702049,-72.6747,9003,HARTFORD,7010,9.0
6110,W Hartford,CT,41.7313,-72.73374,9003,HARTFORD,7010,9.0
6111,Newington,CT,41.688899,-72.73101,9003,HARTFORD,7010,9.0
6112,Hartford,CT,41.793299,-72.6954,9003,HARTFORD,7010,9.0
6114,Hartford,CT,41.7387,-72.67889,9003,HARTFORD,7010,9.0
6115,Hartford,CT,41.758849,-72.679387,9003,HARTFORD,7010,9.0
6117,W Hartford,CT,41.791399,-72.74853,9003,HARTFORD,7010,9.0
6118,East Hartford,CT,41.745349,-72.60807,9003,HARTFORD,7010,9.0
6119,W Hartford,CT,41.76255,-72.72839,9003,HARTFORD,7010,9.0
6120,Hartford,CT,41.784794,-72.67378000000001,9003,HARTFORD,7010,9.0
6154,Hartford,CT,41.771499,-72.686687,9003,HARTFORD,7010,9.0
6155,Hartford,CT,41.76928,-72.686465,9003,HARTFORD,7010,9.0
6156,Hartford,CT,41.767949,-72.690687,9003,HARTFORD,7010,9.0
6160,Hartford,CT,41.766498999999996,-72.693337,9003,HARTFORD,7010,9.0
6161,Hartford,CT,41.766049,-72.671837,9003,HARTFORD,7010,9.0
6183,Hartford,CT,41.763849,-72.673037,9003,HARTFORD,7010,9.0
6199,Hartford,CT,41.927446999999994,-72.680386,9003,HARTFORD,7010,9.0
6226,Willimantic,CT,41.714867,-72.20934,9015,WINDHAM,7070,9.0
6230,Abington,CT,41.847302,-72.02528000000001,9015,WINDHAM,7070,9.0
6231,Amston,CT,41.629818,-72.36419000000001,9013,TOLLAND,7060,9.0
6232,Andover,CT,41.737015,-72.37151,9013,TOLLAND,7060,9.0
6233,Ballouville,CT,41.831565000000005,-72.020137,9015,WINDHAM,7070,9.0
6234,Brooklyn,CT,41.782474,-71.95989,9015,WINDHAM,7070,9.0
6235,Chaplin,CT,41.809166,-72.11274,9015,WINDHAM,7070,9.0
6237,Columbia,CT,41.702777000000005,-72.29349,9013,TOLLAND,7060,9.0
